Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 235
n: 235
a: 101
c: 1073263489
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.235
1, 0.224
2, 0.113
3, 0.902
4, 0.591
5, 0.18
6, 0.669
7, 0.058
8, 0.347
9, 0.536
10, 0.625
11, 0.614
12, 0.503
13, 0.292
14, 0.981
15, 0.57
16, 0.059
17, 0.448
18, 0.737
19, 0.926
20, 0.015
21, 0.004
22, 0.893
23, 0.682
24, 0.371
25, 0.96
26, 0.449
27, 0.838
28, 0.127
29, 0.316
30, 0.405
31, 0.394
32, 0.283
33, 0.072
34, 0.761
35, 0.35
36, 0.839
37, 0.228
38, 0.517
39, 0.706
40, 0.795
41, 0.784
42, 0.673
43, 0.462
44, 0.151
45, 0.74
46, 0.229
47, 0.618
48, 0.907
49, 0.096
50, 0.185
51, 0.174
52, 0.063
53, 0.852
54, 0.541
55, 0.13
56, 0.619
57, 0.008
58, 0.297
59, 0.486
60, 0.575
61, 0.564
62, 0.453
63, 0.242
64, 0.931
65, 0.52
66, 0.009
67, 0.398
68, 0.687
69, 0.876
70, 0.965
71, 0.954
72, 0.843
73, 0.632
74, 0.321
75, 0.91
76, 0.399
77, 0.788
78, 0.077
79, 0.266
80, 0.355
81, 0.344
82, 0.233
83, 0.022
84, 0.711
85, 0.3
86, 0.789
87, 0.178
88, 0.467
89, 0.656
90, 0.745
91, 0.734
92, 0.623
93, 0.412
94, 0.101
95, 0.69
96, 0.179
97, 0.568
98, 0.857
99, 0.046
100, 0.135
