Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 418
n: 418
a: 101
c: 165782647
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.418
1, 0.865
2, 0.012
3, 0.859
4, 0.406
5, 0.653
6, 0.6
7, 0.247
8, 0.594
9, 0.641
10, 0.388
11, 0.835
12, 0.982
13, 0.829
14, 0.376
15, 0.623
16, 0.57
17, 0.217
18, 0.564
19, 0.611
20, 0.358
21, 0.805
22, 0.952
23, 0.799
24, 0.346
25, 0.593
26, 0.54
27, 0.187
28, 0.534
29, 0.581
30, 0.328
31, 0.775
32, 0.922
33, 0.769
34, 0.316
35, 0.563
36, 0.51
37, 0.157
38, 0.504
39, 0.551
40, 0.298
41, 0.745
42, 0.892
43, 0.739
44, 0.286
45, 0.533
46, 0.48
47, 0.127
48, 0.474
49, 0.521
50, 0.268
51, 0.715
52, 0.862
53, 0.709
54, 0.256
55, 0.503
56, 0.45
57, 0.097
58, 0.444
59, 0.491
60, 0.238
61, 0.685
62, 0.832
63, 0.679
64, 0.226
65, 0.473
66, 0.42
67, 0.067
68, 0.414
69, 0.461
70, 0.208
71, 0.655
72, 0.802
73, 0.649
74, 0.196
75, 0.443
76, 0.39
77, 0.037
78, 0.384
79, 0.431
80, 0.178
81, 0.625
82, 0.772
83, 0.619
84, 0.166
85, 0.413
86, 0.36
87, 0.007
88, 0.354
89, 0.401
90, 0.148
91, 0.595
92, 0.742
93, 0.589
94, 0.136
95, 0.383
96, 0.33
97, 0.977
98, 0.324
99, 0.371
100, 0.118
