Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 3
n: 3
a: 101
c: 556418343
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.003
1, 0.646
2, 0.589
3, 0.832
4, 0.375
5, 0.218
6, 0.361
7, 0.804
8, 0.547
9, 0.59
10, 0.933
11, 0.576
12, 0.519
13, 0.762
14, 0.305
15, 0.148
16, 0.291
17, 0.734
18, 0.477
19, 0.52
20, 0.863
21, 0.506
22, 0.449
23, 0.692
24, 0.235
25, 0.078
26, 0.221
27, 0.664
28, 0.407
29, 0.45
30, 0.793
31, 0.436
32, 0.379
33, 0.622
34, 0.165
35, 0.008
36, 0.151
37, 0.594
38, 0.337
39, 0.38
40, 0.723
41, 0.366
42, 0.309
43, 0.552
44, 0.095
45, 0.938
46, 0.081
47, 0.524
48, 0.267
49, 0.31
50, 0.653
51, 0.296
52, 0.239
53, 0.482
54, 0.025
55, 0.868
56, 0.011
57, 0.454
58, 0.197
59, 0.24
60, 0.583
61, 0.226
62, 0.169
63, 0.412
64, 0.955
65, 0.798
66, 0.941
67, 0.384
68, 0.127
69, 0.17
70, 0.513
71, 0.156
72, 0.099
73, 0.342
74, 0.885
75, 0.728
76, 0.871
77, 0.314
78, 0.057
79, 0.1
80, 0.443
81, 0.086
82, 0.029
83, 0.272
84, 0.815
85, 0.658
86, 0.801
87, 0.244
88, 0.987
89, 0.03
90, 0.373
91, 0.016
92, 0.959
93, 0.202
94, 0.745
95, 0.588
96, 0.731
97, 0.174
98, 0.917
99, 0.96
100, 0.303
