Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 818
n: 818
a: 101
c: 517973267
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.818
1, 0.885
2, 0.652
3, 0.119
4, 0.286
5, 0.153
6, 0.72
7, 0.987
8, 0.954
9, 0.621
10, 0.988
11, 0.055
12, 0.822
13, 0.289
14, 0.456
15, 0.323
16, 0.89
17, 0.157
18, 0.124
19, 0.791
20, 0.158
21, 0.225
22, 0.992
23, 0.459
24, 0.626
25, 0.493
26, 0.06
27, 0.327
28, 0.294
29, 0.961
30, 0.328
31, 0.395
32, 0.162
33, 0.629
34, 0.796
35, 0.663
36, 0.23
37, 0.497
38, 0.464
39, 0.131
40, 0.498
41, 0.565
42, 0.332
43, 0.799
44, 0.966
45, 0.833
46, 0.4
47, 0.667
48, 0.634
49, 0.301
50, 0.668
51, 0.735
52, 0.502
53, 0.969
54, 0.136
55, 0.003
56, 0.57
57, 0.837
58, 0.804
59, 0.471
60, 0.838
61, 0.905
62, 0.672
63, 0.139
64, 0.306
65, 0.173
66, 0.74
67, 0.007
68, 0.974
69, 0.641
70, 0.008
71, 0.075
72, 0.842
73, 0.309
74, 0.476
75, 0.343
76, 0.91
77, 0.177
78, 0.144
79, 0.811
80, 0.178
81, 0.245
82, 0.012
83, 0.479
84, 0.646
85, 0.513
86, 0.08
87, 0.347
88, 0.314
89, 0.981
90, 0.348
91, 0.415
92, 0.182
93, 0.649
94, 0.816
95, 0.683
96, 0.25
97, 0.517
98, 0.484
99, 0.151
100, 0.518
