Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 753
n: 753
a: 101
c: 972966741
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.753
1, 0.794
2, 0.935
3, 0.176
4, 0.517
5, 0.958
6, 0.499
7, 0.14
8, 0.881
9, 0.722
10, 0.663
11, 0.704
12, 0.845
13, 0.086
14, 0.427
15, 0.868
16, 0.409
17, 0.05
18, 0.791
19, 0.632
20, 0.573
21, 0.614
22, 0.755
23, 0.996
24, 0.337
25, 0.778
26, 0.319
27, 0.96
28, 0.701
29, 0.542
30, 0.483
31, 0.524
32, 0.665
33, 0.906
34, 0.247
35, 0.688
36, 0.229
37, 0.87
38, 0.611
39, 0.452
40, 0.393
41, 0.434
42, 0.575
43, 0.816
44, 0.157
45, 0.598
46, 0.139
47, 0.78
48, 0.521
49, 0.362
50, 0.303
51, 0.344
52, 0.485
53, 0.726
54, 0.067
55, 0.508
56, 0.049
57, 0.69
58, 0.431
59, 0.272
60, 0.213
61, 0.254
62, 0.395
63, 0.636
64, 0.977
65, 0.418
66, 0.959
67, 0.6
68, 0.341
69, 0.182
70, 0.123
71, 0.164
72, 0.305
73, 0.546
74, 0.887
75, 0.328
76, 0.869
77, 0.51
78, 0.251
79, 0.092
80, 0.033
81, 0.074
82, 0.215
83, 0.456
84, 0.797
85, 0.238
86, 0.779
87, 0.42
88, 0.161
89, 0.002
90, 0.943
91, 0.984
92, 0.125
93, 0.366
94, 0.707
95, 0.148
96, 0.689
97, 0.33
98, 0.071
99, 0.912
100, 0.853
