Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 810
n: 810
a: 101
c: 1877618059
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.81
1, 0.869
2, 0.828
3, 0.687
4, 0.446
5, 0.105
6, 0.664
7, 0.123
8, 0.482
9, 0.741
10, 0.9
11, 0.959
12, 0.918
13, 0.777
14, 0.536
15, 0.195
16, 0.754
17, 0.213
18, 0.572
19, 0.831
20, 0.99
21, 0.049
22, 0.008
23, 0.867
24, 0.626
25, 0.285
26, 0.844
27, 0.303
28, 0.662
29, 0.921
30, 0.08
31, 0.139
32, 0.098
33, 0.957
34, 0.716
35, 0.375
36, 0.934
37, 0.393
38, 0.752
39, 0.011
40, 0.17
41, 0.229
42, 0.188
43, 0.047
44, 0.806
45, 0.465
46, 0.024
47, 0.483
48, 0.842
49, 0.101
50, 0.26
51, 0.319
52, 0.278
53, 0.137
54, 0.896
55, 0.555
56, 0.114
57, 0.573
58, 0.932
59, 0.191
60, 0.35
61, 0.409
62, 0.368
63, 0.227
64, 0.986
65, 0.645
66, 0.204
67, 0.663
68, 0.022
69, 0.281
70, 0.44
71, 0.499
72, 0.458
73, 0.317
74, 0.076
75, 0.735
76, 0.294
77, 0.753
78, 0.112
79, 0.371
80, 0.53
81, 0.589
82, 0.548
83, 0.407
84, 0.166
85, 0.825
86, 0.384
87, 0.843
88, 0.202
89, 0.461
90, 0.62
91, 0.679
92, 0.638
93, 0.497
94, 0.256
95, 0.915
96, 0.474
97, 0.933
98, 0.292
99, 0.551
100, 0.71
