Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 832
n: 832
a: 101
c: 2119732227
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.832
1, 0.259
2, 0.386
3, 0.213
4, 0.74
5, 0.967
6, 0.894
7, 0.521
8, 0.848
9, 0.875
10, 0.602
11, 0.029
12, 0.156
13, 0.983
14, 0.51
15, 0.737
16, 0.664
17, 0.291
18, 0.618
19, 0.645
20, 0.372
21, 0.799
22, 0.926
23, 0.753
24, 0.28
25, 0.507
26, 0.434
27, 0.061
28, 0.388
29, 0.415
30, 0.142
31, 0.569
32, 0.696
33, 0.523
34, 0.05
35, 0.277
36, 0.204
37, 0.831
38, 0.158
39, 0.185
40, 0.912
41, 0.339
42, 0.466
43, 0.293
44, 0.82
45, 0.047
46, 0.974
47, 0.601
48, 0.928
49, 0.955
50, 0.682
51, 0.109
52, 0.236
53, 0.063
54, 0.59
55, 0.817
56, 0.744
57, 0.371
58, 0.698
59, 0.725
60, 0.452
61, 0.879
62, 0.006
63, 0.833
64, 0.36
65, 0.587
66, 0.514
67, 0.141
68, 0.468
69, 0.495
70, 0.222
71, 0.649
72, 0.776
73, 0.603
74, 0.13
75, 0.357
76, 0.284
77, 0.911
78, 0.238
79, 0.265
80, 0.992
81, 0.419
82, 0.546
83, 0.373
84, 0.9
85, 0.127
86, 0.054
87, 0.681
88, 0.008
89, 0.035
90, 0.762
91, 0.189
92, 0.316
93, 0.143
94, 0.67
95, 0.897
96, 0.824
97, 0.451
98, 0.778
99, 0.805
100, 0.532
