Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 547
n: 547
a: 101
c: 583623951
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.547
1, 0.198
2, 0.949
3, 0.8
4, 0.751
5, 0.802
6, 0.953
7, 0.204
8, 0.555
9, 0.006
10, 0.557
11, 0.208
12, 0.959
13, 0.81
14, 0.761
15, 0.812
16, 0.963
17, 0.214
18, 0.565
19, 0.016
20, 0.567
21, 0.218
22, 0.969
23, 0.82
24, 0.771
25, 0.822
26, 0.973
27, 0.224
28, 0.575
29, 0.026
30, 0.577
31, 0.228
32, 0.979
33, 0.83
34, 0.781
35, 0.832
36, 0.983
37, 0.234
38, 0.585
39, 0.036
40, 0.587
41, 0.238
42, 0.989
43, 0.84
44, 0.791
45, 0.842
46, 0.993
47, 0.244
48, 0.595
49, 0.046
50, 0.597
51, 0.248
52, 0.999
53, 0.85
54, 0.801
55, 0.852
56, 0.003
57, 0.254
58, 0.605
59, 0.056
60, 0.607
61, 0.258
62, 0.009
63, 0.86
64, 0.811
65, 0.862
66, 0.013
67, 0.264
68, 0.615
69, 0.066
70, 0.617
71, 0.268
72, 0.019
73, 0.87
74, 0.821
75, 0.872
76, 0.023
77, 0.274
78, 0.625
79, 0.076
80, 0.627
81, 0.278
82, 0.029
83, 0.88
84, 0.831
85, 0.882
86, 0.033
87, 0.284
88, 0.635
89, 0.086
90, 0.637
91, 0.288
92, 0.039
93, 0.89
94, 0.841
95, 0.892
96, 0.043
97, 0.294
98, 0.645
99, 0.096
100, 0.647
