Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 63
n: 63
a: 101
c: 585659457
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.063
1, 0.82
2, 0.277
3, 0.434
4, 0.291
5, 0.848
6, 0.105
7, 0.062
8, 0.719
9, 0.076
10, 0.133
11, 0.89
12, 0.347
13, 0.504
14, 0.361
15, 0.918
16, 0.175
17, 0.132
18, 0.789
19, 0.146
20, 0.203
21, 0.96
22, 0.417
23, 0.574
24, 0.431
25, 0.988
26, 0.245
27, 0.202
28, 0.859
29, 0.216
30, 0.273
31, 0.03
32, 0.487
33, 0.644
34, 0.501
35, 0.058
36, 0.315
37, 0.272
38, 0.929
39, 0.286
40, 0.343
41, 0.1
42, 0.557
43, 0.714
44, 0.571
45, 0.128
46, 0.385
47, 0.342
48, 0.999
49, 0.356
50, 0.413
51, 0.17
52, 0.627
53, 0.784
54, 0.641
55, 0.198
56, 0.455
57, 0.412
58, 0.069
59, 0.426
60, 0.483
61, 0.24
62, 0.697
63, 0.854
64, 0.711
65, 0.268
66, 0.525
67, 0.482
68, 0.139
69, 0.496
70, 0.553
71, 0.31
72, 0.767
73, 0.924
74, 0.781
75, 0.338
76, 0.595
77, 0.552
78, 0.209
79, 0.566
80, 0.623
81, 0.38
82, 0.837
83, 0.994
84, 0.851
85, 0.408
86, 0.665
87, 0.622
88, 0.279
89, 0.636
90, 0.693
91, 0.45
92, 0.907
93, 0.064
94, 0.921
95, 0.478
96, 0.735
97, 0.692
98, 0.349
99, 0.706
100, 0.763
