Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 491
n: 491
a: 101
c: 1172642831
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.491
1, 0.422
2, 0.453
3, 0.584
4, 0.815
5, 0.146
6, 0.577
7, 0.108
8, 0.739
9, 0.47
10, 0.301
11, 0.232
12, 0.263
13, 0.394
14, 0.625
15, 0.956
16, 0.387
17, 0.918
18, 0.549
19, 0.28
20, 0.111
21, 0.042
22, 0.073
23, 0.204
24, 0.435
25, 0.766
26, 0.197
27, 0.728
28, 0.359
29, 0.09
30, 0.921
31, 0.852
32, 0.883
33, 0.014
34, 0.245
35, 0.576
36, 0.007
37, 0.538
38, 0.169
39, 0.9
40, 0.731
41, 0.662
42, 0.693
43, 0.824
44, 0.055
45, 0.386
46, 0.817
47, 0.348
48, 0.979
49, 0.71
50, 0.541
51, 0.472
52, 0.503
53, 0.634
54, 0.865
55, 0.196
56, 0.627
57, 0.158
58, 0.789
59, 0.52
60, 0.351
61, 0.282
62, 0.313
63, 0.444
64, 0.675
65, 0.006
66, 0.437
67, 0.968
68, 0.599
69, 0.33
70, 0.161
71, 0.092
72, 0.123
73, 0.254
74, 0.485
75, 0.816
76, 0.247
77, 0.778
78, 0.409
79, 0.14
80, 0.971
81, 0.902
82, 0.933
83, 0.064
84, 0.295
85, 0.626
86, 0.057
87, 0.588
88, 0.219
89, 0.95
90, 0.781
91, 0.712
92, 0.743
93, 0.874
94, 0.105
95, 0.436
96, 0.867
97, 0.398
98, 0.029
99, 0.76
100, 0.591
