Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 230
n: 230
a: 101
c: 514981351
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.23
1, 0.581
2, 0.032
3, 0.583
4, 0.234
5, 0.985
6, 0.836
7, 0.787
8, 0.838
9, 0.989
10, 0.24
11, 0.591
12, 0.042
13, 0.593
14, 0.244
15, 0.995
16, 0.846
17, 0.797
18, 0.848
19, 0.999
20, 0.25
21, 0.601
22, 0.052
23, 0.603
24, 0.254
25, 0.005
26, 0.856
27, 0.807
28, 0.858
29, 0.009
30, 0.26
31, 0.611
32, 0.062
33, 0.613
34, 0.264
35, 0.015
36, 0.866
37, 0.817
38, 0.868
39, 0.019
40, 0.27
41, 0.621
42, 0.072
43, 0.623
44, 0.274
45, 0.025
46, 0.876
47, 0.827
48, 0.878
49, 0.029
50, 0.28
51, 0.631
52, 0.082
53, 0.633
54, 0.284
55, 0.035
56, 0.886
57, 0.837
58, 0.888
59, 0.039
60, 0.29
61, 0.641
62, 0.092
63, 0.643
64, 0.294
65, 0.045
66, 0.896
67, 0.847
68, 0.898
69, 0.049
70, 0.3
71, 0.651
72, 0.102
73, 0.653
74, 0.304
75, 0.055
76, 0.906
77, 0.857
78, 0.908
79, 0.059
80, 0.31
81, 0.661
82, 0.112
83, 0.663
84, 0.314
85, 0.065
86, 0.916
87, 0.867
88, 0.918
89, 0.069
90, 0.32
91, 0.671
92, 0.122
93, 0.673
94, 0.324
95, 0.075
96, 0.926
97, 0.877
98, 0.928
99, 0.079
100, 0.33
