Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 935
n: 935
a: 101
c: 1126302703
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.935
1, 0.138
2, 0.641
3, 0.444
4, 0.547
5, 0.95
6, 0.653
7, 0.656
8, 0.959
9, 0.562
10, 0.465
11, 0.668
12, 0.171
13, 0.974
14, 0.077
15, 0.48
16, 0.183
17, 0.186
18, 0.489
19, 0.092
20, 0.995
21, 0.198
22, 0.701
23, 0.504
24, 0.607
25, 0.01
26, 0.713
27, 0.716
28, 0.019
29, 0.622
30, 0.525
31, 0.728
32, 0.231
33, 0.034
34, 0.137
35, 0.54
36, 0.243
37, 0.246
38, 0.549
39, 0.152
40, 0.055
41, 0.258
42, 0.761
43, 0.564
44, 0.667
45, 0.07
46, 0.773
47, 0.776
48, 0.079
49, 0.682
50, 0.585
51, 0.788
52, 0.291
53, 0.094
54, 0.197
55, 0.6
56, 0.303
57, 0.306
58, 0.609
59, 0.212
60, 0.115
61, 0.318
62, 0.821
63, 0.624
64, 0.727
65, 0.13
66, 0.833
67, 0.836
68, 0.139
69, 0.742
70, 0.645
71, 0.848
72, 0.351
73, 0.154
74, 0.257
75, 0.66
76, 0.363
77, 0.366
78, 0.669
79, 0.272
80, 0.175
81, 0.378
82, 0.881
83, 0.684
84, 0.787
85, 0.19
86, 0.893
87, 0.896
88, 0.199
89, 0.802
90, 0.705
91, 0.908
92, 0.411
93, 0.214
94, 0.317
95, 0.72
96, 0.423
97, 0.426
98, 0.729
99, 0.332
100, 0.235
