Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 54
n: 54
a: 101
c: 344556667
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.054
1, 0.121
2, 0.888
3, 0.355
4, 0.522
5, 0.389
6, 0.956
7, 0.223
8, 0.19
9, 0.857
10, 0.224
11, 0.291
12, 0.058
13, 0.525
14, 0.692
15, 0.559
16, 0.126
17, 0.393
18, 0.36
19, 0.027
20, 0.394
21, 0.461
22, 0.228
23, 0.695
24, 0.862
25, 0.729
26, 0.296
27, 0.563
28, 0.53
29, 0.197
30, 0.564
31, 0.631
32, 0.398
33, 0.865
34, 0.032
35, 0.899
36, 0.466
37, 0.733
38, 0.7
39, 0.367
40, 0.734
41, 0.801
42, 0.568
43, 0.035
44, 0.202
45, 0.069
46, 0.636
47, 0.903
48, 0.87
49, 0.537
50, 0.904
51, 0.971
52, 0.738
53, 0.205
54, 0.372
55, 0.239
56, 0.806
57, 0.073
58, 0.04
59, 0.707
60, 0.074
61, 0.141
62, 0.908
63, 0.375
64, 0.542
65, 0.409
66, 0.976
67, 0.243
68, 0.21
69, 0.877
70, 0.244
71, 0.311
72, 0.078
73, 0.545
74, 0.712
75, 0.579
76, 0.146
77, 0.413
78, 0.38
79, 0.047
80, 0.414
81, 0.481
82, 0.248
83, 0.715
84, 0.882
85, 0.749
86, 0.316
87, 0.583
88, 0.55
89, 0.217
90, 0.584
91, 0.651
92, 0.418
93, 0.885
94, 0.052
95, 0.919
96, 0.486
97, 0.753
98, 0.72
99, 0.387
100, 0.754
