Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 299
n: 299
a: 101
c: 698267903
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.299
1, 0.102
2, 0.205
3, 0.608
4, 0.311
5, 0.314
6, 0.617
7, 0.22
8, 0.123
9, 0.326
10, 0.829
11, 0.632
12, 0.735
13, 0.138
14, 0.841
15, 0.844
16, 0.147
17, 0.75
18, 0.653
19, 0.856
20, 0.359
21, 0.162
22, 0.265
23, 0.668
24, 0.371
25, 0.374
26, 0.677
27, 0.28
28, 0.183
29, 0.386
30, 0.889
31, 0.692
32, 0.795
33, 0.198
34, 0.901
35, 0.904
36, 0.207
37, 0.81
38, 0.713
39, 0.916
40, 0.419
41, 0.222
42, 0.325
43, 0.728
44, 0.431
45, 0.434
46, 0.737
47, 0.34
48, 0.243
49, 0.446
50, 0.949
51, 0.752
52, 0.855
53, 0.258
54, 0.961
55, 0.964
56, 0.267
57, 0.87
58, 0.773
59, 0.976
60, 0.479
61, 0.282
62, 0.385
63, 0.788
64, 0.491
65, 0.494
66, 0.797
67, 0.4
68, 0.303
69, 0.506
70, 0.009
71, 0.812
72, 0.915
73, 0.318
74, 0.021
75, 0.024
76, 0.327
77, 0.93
78, 0.833
79, 0.036
80, 0.539
81, 0.342
82, 0.445
83, 0.848
84, 0.551
85, 0.554
86, 0.857
87, 0.46
88, 0.363
89, 0.566
90, 0.069
91, 0.872
92, 0.975
93, 0.378
94, 0.081
95, 0.084
96, 0.387
97, 0.99
98, 0.893
99, 0.096
100, 0.599
