Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 707
n: 707
a: 101
c: 42593943
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.707
1, 0.35
2, 0.293
3, 0.536
4, 0.079
5, 0.922
6, 0.065
7, 0.508
8, 0.251
9, 0.294
10, 0.637
11, 0.28
12, 0.223
13, 0.466
14, 0.009
15, 0.852
16, 0.995
17, 0.438
18, 0.181
19, 0.224
20, 0.567
21, 0.21
22, 0.153
23, 0.396
24, 0.939
25, 0.782
26, 0.925
27, 0.368
28, 0.111
29, 0.154
30, 0.497
31, 0.14
32, 0.083
33, 0.326
34, 0.869
35, 0.712
36, 0.855
37, 0.298
38, 0.041
39, 0.084
40, 0.427
41, 0.07
42, 0.013
43, 0.256
44, 0.799
45, 0.642
46, 0.785
47, 0.228
48, 0.971
49, 0.014
50, 0.357
51, 0.0
52, 0.943
53, 0.186
54, 0.729
55, 0.572
56, 0.715
57, 0.158
58, 0.901
59, 0.944
60, 0.287
61, 0.93
62, 0.873
63, 0.116
64, 0.659
65, 0.502
66, 0.645
67, 0.088
68, 0.831
69, 0.874
70, 0.217
71, 0.86
72, 0.803
73, 0.046
74, 0.589
75, 0.432
76, 0.575
77, 0.018
78, 0.761
79, 0.804
80, 0.147
81, 0.79
82, 0.733
83, 0.976
84, 0.519
85, 0.362
86, 0.505
87, 0.948
88, 0.691
89, 0.734
90, 0.077
91, 0.72
92, 0.663
93, 0.906
94, 0.449
95, 0.292
96, 0.435
97, 0.878
98, 0.621
99, 0.664
100, 0.007
