Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 743
n: 743
a: 101
c: 1353814953
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.743
1, 0.996
2, 0.549
3, 0.402
4, 0.555
5, 0.008
6, 0.761
7, 0.814
8, 0.167
9, 0.82
10, 0.773
11, 0.026
12, 0.579
13, 0.432
14, 0.585
15, 0.038
16, 0.791
17, 0.844
18, 0.197
19, 0.85
20, 0.803
21, 0.056
22, 0.609
23, 0.462
24, 0.615
25, 0.068
26, 0.821
27, 0.874
28, 0.227
29, 0.88
30, 0.833
31, 0.086
32, 0.639
33, 0.492
34, 0.645
35, 0.098
36, 0.851
37, 0.904
38, 0.257
39, 0.91
40, 0.863
41, 0.116
42, 0.669
43, 0.522
44, 0.675
45, 0.128
46, 0.881
47, 0.934
48, 0.287
49, 0.94
50, 0.893
51, 0.146
52, 0.699
53, 0.552
54, 0.705
55, 0.158
56, 0.911
57, 0.964
58, 0.317
59, 0.97
60, 0.923
61, 0.176
62, 0.729
63, 0.582
64, 0.735
65, 0.188
66, 0.941
67, 0.994
68, 0.347
69, 0.0
70, 0.953
71, 0.206
72, 0.759
73, 0.612
74, 0.765
75, 0.218
76, 0.971
77, 0.024
78, 0.377
79, 0.03
80, 0.983
81, 0.236
82, 0.789
83, 0.642
84, 0.795
85, 0.248
86, 0.001
87, 0.054
88, 0.407
89, 0.06
90, 0.013
91, 0.266
92, 0.819
93, 0.672
94, 0.825
95, 0.278
96, 0.031
97, 0.084
98, 0.437
99, 0.09
100, 0.043
