Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 20
n: 20
a: 101
c: 2114804503
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.02
1, 0.523
2, 0.326
3, 0.429
4, 0.832
5, 0.535
6, 0.538
7, 0.841
8, 0.444
9, 0.347
10, 0.55
11, 0.053
12, 0.856
13, 0.959
14, 0.362
15, 0.065
16, 0.068
17, 0.371
18, 0.974
19, 0.877
20, 0.08
21, 0.583
22, 0.386
23, 0.489
24, 0.892
25, 0.595
26, 0.598
27, 0.901
28, 0.504
29, 0.407
30, 0.61
31, 0.113
32, 0.916
33, 0.019
34, 0.422
35, 0.125
36, 0.128
37, 0.431
38, 0.034
39, 0.937
40, 0.14
41, 0.643
42, 0.446
43, 0.549
44, 0.952
45, 0.655
46, 0.658
47, 0.961
48, 0.564
49, 0.467
50, 0.67
51, 0.173
52, 0.976
53, 0.079
54, 0.482
55, 0.185
56, 0.188
57, 0.491
58, 0.094
59, 0.997
60, 0.2
61, 0.703
62, 0.506
63, 0.609
64, 0.012
65, 0.715
66, 0.718
67, 0.021
68, 0.624
69, 0.527
70, 0.73
71, 0.233
72, 0.036
73, 0.139
74, 0.542
75, 0.245
76, 0.248
77, 0.551
78, 0.154
79, 0.057
80, 0.26
81, 0.763
82, 0.566
83, 0.669
84, 0.072
85, 0.775
86, 0.778
87, 0.081
88, 0.684
89, 0.587
90, 0.79
91, 0.293
92, 0.096
93, 0.199
94, 0.602
95, 0.305
96, 0.308
97, 0.611
98, 0.214
99, 0.117
100, 0.32
