Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 567
n: 567
a: 101
c: 482115327
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.567
1, 0.594
2, 0.321
3, 0.748
4, 0.875
5, 0.702
6, 0.229
7, 0.456
8, 0.383
9, 0.01
10, 0.337
11, 0.364
12, 0.091
13, 0.518
14, 0.645
15, 0.472
16, 0.999
17, 0.226
18, 0.153
19, 0.78
20, 0.107
21, 0.134
22, 0.861
23, 0.288
24, 0.415
25, 0.242
26, 0.769
27, 0.996
28, 0.923
29, 0.55
30, 0.877
31, 0.904
32, 0.631
33, 0.058
34, 0.185
35, 0.012
36, 0.539
37, 0.766
38, 0.693
39, 0.32
40, 0.647
41, 0.674
42, 0.401
43, 0.828
44, 0.955
45, 0.782
46, 0.309
47, 0.536
48, 0.463
49, 0.09
50, 0.417
51, 0.444
52, 0.171
53, 0.598
54, 0.725
55, 0.552
56, 0.079
57, 0.306
58, 0.233
59, 0.86
60, 0.187
61, 0.214
62, 0.941
63, 0.368
64, 0.495
65, 0.322
66, 0.849
67, 0.076
68, 0.003
69, 0.63
70, 0.957
71, 0.984
72, 0.711
73, 0.138
74, 0.265
75, 0.092
76, 0.619
77, 0.846
78, 0.773
79, 0.4
80, 0.727
81, 0.754
82, 0.481
83, 0.908
84, 0.035
85, 0.862
86, 0.389
87, 0.616
88, 0.543
89, 0.17
90, 0.497
91, 0.524
92, 0.251
93, 0.678
94, 0.805
95, 0.632
96, 0.159
97, 0.386
98, 0.313
99, 0.94
100, 0.267
