Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 916
n: 916
a: 101
c: 2063267663
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.916
1, 0.179
2, 0.742
3, 0.605
4, 0.768
5, 0.231
6, 0.994
7, 0.057
8, 0.42
9, 0.083
10, 0.046
11, 0.309
12, 0.872
13, 0.735
14, 0.898
15, 0.361
16, 0.124
17, 0.187
18, 0.55
19, 0.213
20, 0.176
21, 0.439
22, 0.002
23, 0.865
24, 0.028
25, 0.491
26, 0.254
27, 0.317
28, 0.68
29, 0.343
30, 0.306
31, 0.569
32, 0.132
33, 0.995
34, 0.158
35, 0.621
36, 0.384
37, 0.447
38, 0.81
39, 0.473
40, 0.436
41, 0.699
42, 0.262
43, 0.125
44, 0.288
45, 0.751
46, 0.514
47, 0.577
48, 0.94
49, 0.603
50, 0.566
51, 0.829
52, 0.392
53, 0.255
54, 0.418
55, 0.881
56, 0.644
57, 0.707
58, 0.07
59, 0.733
60, 0.696
61, 0.959
62, 0.522
63, 0.385
64, 0.548
65, 0.011
66, 0.774
67, 0.837
68, 0.2
69, 0.863
70, 0.826
71, 0.089
72, 0.652
73, 0.515
74, 0.678
75, 0.141
76, 0.904
77, 0.967
78, 0.33
79, 0.993
80, 0.956
81, 0.219
82, 0.782
83, 0.645
84, 0.808
85, 0.271
86, 0.034
87, 0.097
88, 0.46
89, 0.123
90, 0.086
91, 0.349
92, 0.912
93, 0.775
94, 0.938
95, 0.401
96, 0.164
97, 0.227
98, 0.59
99, 0.253
100, 0.216
