Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 200
n: 200
a: 101
c: 1852882797
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.2
1, 0.997
2, 0.494
3, 0.691
4, 0.588
5, 0.185
6, 0.482
7, 0.479
8, 0.176
9, 0.573
10, 0.67
11, 0.467
12, 0.964
13, 0.161
14, 0.058
15, 0.655
16, 0.952
17, 0.949
18, 0.646
19, 0.043
20, 0.14
21, 0.937
22, 0.434
23, 0.631
24, 0.528
25, 0.125
26, 0.422
27, 0.419
28, 0.116
29, 0.513
30, 0.61
31, 0.407
32, 0.904
33, 0.101
34, 0.998
35, 0.595
36, 0.892
37, 0.889
38, 0.586
39, 0.983
40, 0.08
41, 0.877
42, 0.374
43, 0.571
44, 0.468
45, 0.065
46, 0.362
47, 0.359
48, 0.056
49, 0.453
50, 0.55
51, 0.347
52, 0.844
53, 0.041
54, 0.938
55, 0.535
56, 0.832
57, 0.829
58, 0.526
59, 0.923
60, 0.02
61, 0.817
62, 0.314
63, 0.511
64, 0.408
65, 0.005
66, 0.302
67, 0.299
68, 0.996
69, 0.393
70, 0.49
71, 0.287
72, 0.784
73, 0.981
74, 0.878
75, 0.475
76, 0.772
77, 0.769
78, 0.466
79, 0.863
80, 0.96
81, 0.757
82, 0.254
83, 0.451
84, 0.348
85, 0.945
86, 0.242
87, 0.239
88, 0.936
89, 0.333
90, 0.43
91, 0.227
92, 0.724
93, 0.921
94, 0.818
95, 0.415
96, 0.712
97, 0.709
98, 0.406
99, 0.803
100, 0.9
