Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 898
n: 898
a: 101
c: 836793399
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.898
1, 0.097
2, 0.196
3, 0.195
4, 0.094
5, 0.893
6, 0.592
7, 0.191
8, 0.69
9, 0.089
10, 0.388
11, 0.587
12, 0.686
13, 0.685
14, 0.584
15, 0.383
16, 0.082
17, 0.681
18, 0.18
19, 0.579
20, 0.878
21, 0.077
22, 0.176
23, 0.175
24, 0.074
25, 0.873
26, 0.572
27, 0.171
28, 0.67
29, 0.069
30, 0.368
31, 0.567
32, 0.666
33, 0.665
34, 0.564
35, 0.363
36, 0.062
37, 0.661
38, 0.16
39, 0.559
40, 0.858
41, 0.057
42, 0.156
43, 0.155
44, 0.054
45, 0.853
46, 0.552
47, 0.151
48, 0.65
49, 0.049
50, 0.348
51, 0.547
52, 0.646
53, 0.645
54, 0.544
55, 0.343
56, 0.042
57, 0.641
58, 0.14
59, 0.539
60, 0.838
61, 0.037
62, 0.136
63, 0.135
64, 0.034
65, 0.833
66, 0.532
67, 0.131
68, 0.63
69, 0.029
70, 0.328
71, 0.527
72, 0.626
73, 0.625
74, 0.524
75, 0.323
76, 0.022
77, 0.621
78, 0.12
79, 0.519
80, 0.818
81, 0.017
82, 0.116
83, 0.115
84, 0.014
85, 0.813
86, 0.512
87, 0.111
88, 0.61
89, 0.009
90, 0.308
91, 0.507
92, 0.606
93, 0.605
94, 0.504
95, 0.303
96, 0.002
97, 0.601
98, 0.1
99, 0.499
100, 0.798
