Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 13
n: 13
a: 101
c: 806053213
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.013
1, 0.526
2, 0.339
3, 0.452
4, 0.865
5, 0.578
6, 0.591
7, 0.904
8, 0.517
9, 0.43
10, 0.643
11, 0.156
12, 0.969
13, 0.082
14, 0.495
15, 0.208
16, 0.221
17, 0.534
18, 0.147
19, 0.06
20, 0.273
21, 0.786
22, 0.599
23, 0.712
24, 0.125
25, 0.838
26, 0.851
27, 0.164
28, 0.777
29, 0.69
30, 0.903
31, 0.416
32, 0.229
33, 0.342
34, 0.755
35, 0.468
36, 0.481
37, 0.794
38, 0.407
39, 0.32
40, 0.533
41, 0.046
42, 0.859
43, 0.972
44, 0.385
45, 0.098
46, 0.111
47, 0.424
48, 0.037
49, 0.95
50, 0.163
51, 0.676
52, 0.489
53, 0.602
54, 0.015
55, 0.728
56, 0.741
57, 0.054
58, 0.667
59, 0.58
60, 0.793
61, 0.306
62, 0.119
63, 0.232
64, 0.645
65, 0.358
66, 0.371
67, 0.684
68, 0.297
69, 0.21
70, 0.423
71, 0.936
72, 0.749
73, 0.862
74, 0.275
75, 0.988
76, 0.001
77, 0.314
78, 0.927
79, 0.84
80, 0.053
81, 0.566
82, 0.379
83, 0.492
84, 0.905
85, 0.618
86, 0.631
87, 0.944
88, 0.557
89, 0.47
90, 0.683
91, 0.196
92, 0.009
93, 0.122
94, 0.535
95, 0.248
96, 0.261
97, 0.574
98, 0.187
99, 0.1
100, 0.313
