Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 408
n: 408
a: 101
c: 1952894133
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.408
1, 0.341
2, 0.574
3, 0.107
4, 0.94
5, 0.073
6, 0.506
7, 0.239
8, 0.272
9, 0.605
10, 0.238
11, 0.171
12, 0.404
13, 0.937
14, 0.77
15, 0.903
16, 0.336
17, 0.069
18, 0.102
19, 0.435
20, 0.068
21, 0.001
22, 0.234
23, 0.767
24, 0.6
25, 0.733
26, 0.166
27, 0.899
28, 0.932
29, 0.265
30, 0.898
31, 0.831
32, 0.064
33, 0.597
34, 0.43
35, 0.563
36, 0.996
37, 0.729
38, 0.762
39, 0.095
40, 0.728
41, 0.661
42, 0.894
43, 0.427
44, 0.26
45, 0.393
46, 0.826
47, 0.559
48, 0.592
49, 0.925
50, 0.558
51, 0.491
52, 0.724
53, 0.257
54, 0.09
55, 0.223
56, 0.656
57, 0.389
58, 0.422
59, 0.755
60, 0.388
61, 0.321
62, 0.554
63, 0.087
64, 0.92
65, 0.053
66, 0.486
67, 0.219
68, 0.252
69, 0.585
70, 0.218
71, 0.151
72, 0.384
73, 0.917
74, 0.75
75, 0.883
76, 0.316
77, 0.049
78, 0.082
79, 0.415
80, 0.048
81, 0.981
82, 0.214
83, 0.747
84, 0.58
85, 0.713
86, 0.146
87, 0.879
88, 0.912
89, 0.245
90, 0.878
91, 0.811
92, 0.044
93, 0.577
94, 0.41
95, 0.543
96, 0.976
97, 0.709
98, 0.742
99, 0.075
100, 0.708
