Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 476
n: 476
a: 101
c: 2109704761
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.476
1, 0.837
2, 0.298
3, 0.859
4, 0.52
5, 0.281
6, 0.142
7, 0.103
8, 0.164
9, 0.325
10, 0.586
11, 0.947
12, 0.408
13, 0.969
14, 0.63
15, 0.391
16, 0.252
17, 0.213
18, 0.274
19, 0.435
20, 0.696
21, 0.057
22, 0.518
23, 0.079
24, 0.74
25, 0.501
26, 0.362
27, 0.323
28, 0.384
29, 0.545
30, 0.806
31, 0.167
32, 0.628
33, 0.189
34, 0.85
35, 0.611
36, 0.472
37, 0.433
38, 0.494
39, 0.655
40, 0.916
41, 0.277
42, 0.738
43, 0.299
44, 0.96
45, 0.721
46, 0.582
47, 0.543
48, 0.604
49, 0.765
50, 0.026
51, 0.387
52, 0.848
53, 0.409
54, 0.07
55, 0.831
56, 0.692
57, 0.653
58, 0.714
59, 0.875
60, 0.136
61, 0.497
62, 0.958
63, 0.519
64, 0.18
65, 0.941
66, 0.802
67, 0.763
68, 0.824
69, 0.985
70, 0.246
71, 0.607
72, 0.068
73, 0.629
74, 0.29
75, 0.051
76, 0.912
77, 0.873
78, 0.934
79, 0.095
80, 0.356
81, 0.717
82, 0.178
83, 0.739
84, 0.4
85, 0.161
86, 0.022
87, 0.983
88, 0.044
89, 0.205
90, 0.466
91, 0.827
92, 0.288
93, 0.849
94, 0.51
95, 0.271
96, 0.132
97, 0.093
98, 0.154
99, 0.315
100, 0.576
