Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 524
n: 524
a: 101
c: 322162413
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.524
1, 0.337
2, 0.45
3, 0.863
4, 0.576
5, 0.589
6, 0.902
7, 0.515
8, 0.428
9, 0.641
10, 0.154
11, 0.967
12, 0.08
13, 0.493
14, 0.206
15, 0.219
16, 0.532
17, 0.145
18, 0.058
19, 0.271
20, 0.784
21, 0.597
22, 0.71
23, 0.123
24, 0.836
25, 0.849
26, 0.162
27, 0.775
28, 0.688
29, 0.901
30, 0.414
31, 0.227
32, 0.34
33, 0.753
34, 0.466
35, 0.479
36, 0.792
37, 0.405
38, 0.318
39, 0.531
40, 0.044
41, 0.857
42, 0.97
43, 0.383
44, 0.096
45, 0.109
46, 0.422
47, 0.035
48, 0.948
49, 0.161
50, 0.674
51, 0.487
52, 0.6
53, 0.013
54, 0.726
55, 0.739
56, 0.052
57, 0.665
58, 0.578
59, 0.791
60, 0.304
61, 0.117
62, 0.23
63, 0.643
64, 0.356
65, 0.369
66, 0.682
67, 0.295
68, 0.208
69, 0.421
70, 0.934
71, 0.747
72, 0.86
73, 0.273
74, 0.986
75, 0.999
76, 0.312
77, 0.925
78, 0.838
79, 0.051
80, 0.564
81, 0.377
82, 0.49
83, 0.903
84, 0.616
85, 0.629
86, 0.942
87, 0.555
88, 0.468
89, 0.681
90, 0.194
91, 0.007
92, 0.12
93, 0.533
94, 0.246
95, 0.259
96, 0.572
97, 0.185
98, 0.098
99, 0.311
100, 0.824
