Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 725
n: 725
a: 101
c: 159261877
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.725
1, 0.102
2, 0.179
3, 0.956
4, 0.433
5, 0.61
6, 0.487
7, 0.064
8, 0.341
9, 0.318
10, 0.995
11, 0.372
12, 0.449
13, 0.226
14, 0.703
15, 0.88
16, 0.757
17, 0.334
18, 0.611
19, 0.588
20, 0.265
21, 0.642
22, 0.719
23, 0.496
24, 0.973
25, 0.15
26, 0.027
27, 0.604
28, 0.881
29, 0.858
30, 0.535
31, 0.912
32, 0.989
33, 0.766
34, 0.243
35, 0.42
36, 0.297
37, 0.874
38, 0.151
39, 0.128
40, 0.805
41, 0.182
42, 0.259
43, 0.036
44, 0.513
45, 0.69
46, 0.567
47, 0.144
48, 0.421
49, 0.398
50, 0.075
51, 0.452
52, 0.529
53, 0.306
54, 0.783
55, 0.96
56, 0.837
57, 0.414
58, 0.691
59, 0.668
60, 0.345
61, 0.722
62, 0.799
63, 0.576
64, 0.053
65, 0.23
66, 0.107
67, 0.684
68, 0.961
69, 0.938
70, 0.615
71, 0.992
72, 0.069
73, 0.846
74, 0.323
75, 0.5
76, 0.377
77, 0.954
78, 0.231
79, 0.208
80, 0.885
81, 0.262
82, 0.339
83, 0.116
84, 0.593
85, 0.77
86, 0.647
87, 0.224
88, 0.501
89, 0.478
90, 0.155
91, 0.532
92, 0.609
93, 0.386
94, 0.863
95, 0.04
96, 0.917
97, 0.494
98, 0.771
99, 0.748
100, 0.425
