Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 92
n: 92
a: 101
c: 1692570537
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.092
1, 0.829
2, 0.266
3, 0.403
4, 0.24
5, 0.777
6, 0.014
7, 0.951
8, 0.588
9, 0.925
10, 0.962
11, 0.699
12, 0.136
13, 0.273
14, 0.11
15, 0.647
16, 0.884
17, 0.821
18, 0.458
19, 0.795
20, 0.832
21, 0.569
22, 0.006
23, 0.143
24, 0.98
25, 0.517
26, 0.754
27, 0.691
28, 0.328
29, 0.665
30, 0.702
31, 0.439
32, 0.876
33, 0.013
34, 0.85
35, 0.387
36, 0.624
37, 0.561
38, 0.198
39, 0.535
40, 0.572
41, 0.309
42, 0.746
43, 0.883
44, 0.72
45, 0.257
46, 0.494
47, 0.431
48, 0.068
49, 0.405
50, 0.442
51, 0.179
52, 0.616
53, 0.753
54, 0.59
55, 0.127
56, 0.364
57, 0.301
58, 0.938
59, 0.275
60, 0.312
61, 0.049
62, 0.486
63, 0.623
64, 0.46
65, 0.997
66, 0.234
67, 0.171
68, 0.808
69, 0.145
70, 0.182
71, 0.919
72, 0.356
73, 0.493
74, 0.33
75, 0.867
76, 0.104
77, 0.041
78, 0.678
79, 0.015
80, 0.052
81, 0.789
82, 0.226
83, 0.363
84, 0.2
85, 0.737
86, 0.974
87, 0.911
88, 0.548
89, 0.885
90, 0.922
91, 0.659
92, 0.096
93, 0.233
94, 0.07
95, 0.607
96, 0.844
97, 0.781
98, 0.418
99, 0.755
100, 0.792
