Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 948
n: 948
a: 101
c: 638743613
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.948
1, 0.361
2, 0.074
3, 0.087
4, 0.4
5, 0.013
6, 0.926
7, 0.139
8, 0.652
9, 0.465
10, 0.578
11, 0.991
12, 0.704
13, 0.717
14, 0.03
15, 0.643
16, 0.556
17, 0.769
18, 0.282
19, 0.095
20, 0.208
21, 0.621
22, 0.334
23, 0.347
24, 0.66
25, 0.273
26, 0.186
27, 0.399
28, 0.912
29, 0.725
30, 0.838
31, 0.251
32, 0.964
33, 0.977
34, 0.29
35, 0.903
36, 0.816
37, 0.029
38, 0.542
39, 0.355
40, 0.468
41, 0.881
42, 0.594
43, 0.607
44, 0.92
45, 0.533
46, 0.446
47, 0.659
48, 0.172
49, 0.985
50, 0.098
51, 0.511
52, 0.224
53, 0.237
54, 0.55
55, 0.163
56, 0.076
57, 0.289
58, 0.802
59, 0.615
60, 0.728
61, 0.141
62, 0.854
63, 0.867
64, 0.18
65, 0.793
66, 0.706
67, 0.919
68, 0.432
69, 0.245
70, 0.358
71, 0.771
72, 0.484
73, 0.497
74, 0.81
75, 0.423
76, 0.336
77, 0.549
78, 0.062
79, 0.875
80, 0.988
81, 0.401
82, 0.114
83, 0.127
84, 0.44
85, 0.053
86, 0.966
87, 0.179
88, 0.692
89, 0.505
90, 0.618
91, 0.031
92, 0.744
93, 0.757
94, 0.07
95, 0.683
96, 0.596
97, 0.809
98, 0.322
99, 0.135
100, 0.248
