Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 45
n: 45
a: 101
c: 1141193541
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.045
1, 0.086
2, 0.227
3, 0.468
4, 0.809
5, 0.25
6, 0.791
7, 0.432
8, 0.173
9, 0.014
10, 0.955
11, 0.996
12, 0.137
13, 0.378
14, 0.719
15, 0.16
16, 0.701
17, 0.342
18, 0.083
19, 0.924
20, 0.865
21, 0.906
22, 0.047
23, 0.288
24, 0.629
25, 0.07
26, 0.611
27, 0.252
28, 0.993
29, 0.834
30, 0.775
31, 0.816
32, 0.957
33, 0.198
34, 0.539
35, 0.98
36, 0.521
37, 0.162
38, 0.903
39, 0.744
40, 0.685
41, 0.726
42, 0.867
43, 0.108
44, 0.449
45, 0.89
46, 0.431
47, 0.072
48, 0.813
49, 0.654
50, 0.595
51, 0.636
52, 0.777
53, 0.018
54, 0.359
55, 0.8
56, 0.341
57, 0.982
58, 0.723
59, 0.564
60, 0.505
61, 0.546
62, 0.687
63, 0.928
64, 0.269
65, 0.71
66, 0.251
67, 0.892
68, 0.633
69, 0.474
70, 0.415
71, 0.456
72, 0.597
73, 0.838
74, 0.179
75, 0.62
76, 0.161
77, 0.802
78, 0.543
79, 0.384
80, 0.325
81, 0.366
82, 0.507
83, 0.748
84, 0.089
85, 0.53
86, 0.071
87, 0.712
88, 0.453
89, 0.294
90, 0.235
91, 0.276
92, 0.417
93, 0.658
94, 0.999
95, 0.44
96, 0.981
97, 0.622
98, 0.363
99, 0.204
100, 0.145
