Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 445
n: 445
a: 101
c: 203589807
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.445
1, 0.752
2, 0.759
3, 0.466
4, 0.873
5, 0.98
6, 0.787
7, 0.294
8, 0.501
9, 0.408
10, 0.015
11, 0.322
12, 0.329
13, 0.036
14, 0.443
15, 0.55
16, 0.357
17, 0.864
18, 0.071
19, 0.978
20, 0.585
21, 0.892
22, 0.899
23, 0.606
24, 0.013
25, 0.12
26, 0.927
27, 0.434
28, 0.641
29, 0.548
30, 0.155
31, 0.462
32, 0.469
33, 0.176
34, 0.583
35, 0.69
36, 0.497
37, 0.004
38, 0.211
39, 0.118
40, 0.725
41, 0.032
42, 0.039
43, 0.746
44, 0.153
45, 0.26
46, 0.067
47, 0.574
48, 0.781
49, 0.688
50, 0.295
51, 0.602
52, 0.609
53, 0.316
54, 0.723
55, 0.83
56, 0.637
57, 0.144
58, 0.351
59, 0.258
60, 0.865
61, 0.172
62, 0.179
63, 0.886
64, 0.293
65, 0.4
66, 0.207
67, 0.714
68, 0.921
69, 0.828
70, 0.435
71, 0.742
72, 0.749
73, 0.456
74, 0.863
75, 0.97
76, 0.777
77, 0.284
78, 0.491
79, 0.398
80, 0.005
81, 0.312
82, 0.319
83, 0.026
84, 0.433
85, 0.54
86, 0.347
87, 0.854
88, 0.061
89, 0.968
90, 0.575
91, 0.882
92, 0.889
93, 0.596
94, 0.003
95, 0.11
96, 0.917
97, 0.424
98, 0.631
99, 0.538
100, 0.145
