Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 323
n: 323
a: 101
c: 1763821813
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.323
1, 0.436
2, 0.849
3, 0.562
4, 0.575
5, 0.888
6, 0.501
7, 0.414
8, 0.627
9, 0.14
10, 0.953
11, 0.066
12, 0.479
13, 0.192
14, 0.205
15, 0.518
16, 0.131
17, 0.044
18, 0.257
19, 0.77
20, 0.583
21, 0.696
22, 0.109
23, 0.822
24, 0.835
25, 0.148
26, 0.761
27, 0.674
28, 0.887
29, 0.4
30, 0.213
31, 0.326
32, 0.739
33, 0.452
34, 0.465
35, 0.778
36, 0.391
37, 0.304
38, 0.517
39, 0.03
40, 0.843
41, 0.956
42, 0.369
43, 0.082
44, 0.095
45, 0.408
46, 0.021
47, 0.934
48, 0.147
49, 0.66
50, 0.473
51, 0.586
52, 0.999
53, 0.712
54, 0.725
55, 0.038
56, 0.651
57, 0.564
58, 0.777
59, 0.29
60, 0.103
61, 0.216
62, 0.629
63, 0.342
64, 0.355
65, 0.668
66, 0.281
67, 0.194
68, 0.407
69, 0.92
70, 0.733
71, 0.846
72, 0.259
73, 0.972
74, 0.985
75, 0.298
76, 0.911
77, 0.824
78, 0.037
79, 0.55
80, 0.363
81, 0.476
82, 0.889
83, 0.602
84, 0.615
85, 0.928
86, 0.541
87, 0.454
88, 0.667
89, 0.18
90, 0.993
91, 0.106
92, 0.519
93, 0.232
94, 0.245
95, 0.558
96, 0.171
97, 0.084
98, 0.297
99, 0.81
100, 0.623
