Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 719
n: 719
a: 101
c: 121772493
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.719
1, 0.112
2, 0.805
3, 0.798
4, 0.091
5, 0.684
6, 0.577
7, 0.77
8, 0.263
9, 0.056
10, 0.149
11, 0.542
12, 0.235
13, 0.228
14, 0.521
15, 0.114
16, 0.007
17, 0.2
18, 0.693
19, 0.486
20, 0.579
21, 0.972
22, 0.665
23, 0.658
24, 0.951
25, 0.544
26, 0.437
27, 0.63
28, 0.123
29, 0.916
30, 0.009
31, 0.402
32, 0.095
33, 0.088
34, 0.381
35, 0.974
36, 0.867
37, 0.06
38, 0.553
39, 0.346
40, 0.439
41, 0.832
42, 0.525
43, 0.518
44, 0.811
45, 0.404
46, 0.297
47, 0.49
48, 0.983
49, 0.776
50, 0.869
51, 0.262
52, 0.955
53, 0.948
54, 0.241
55, 0.834
56, 0.727
57, 0.92
58, 0.413
59, 0.206
60, 0.299
61, 0.692
62, 0.385
63, 0.378
64, 0.671
65, 0.264
66, 0.157
67, 0.35
68, 0.843
69, 0.636
70, 0.729
71, 0.122
72, 0.815
73, 0.808
74, 0.101
75, 0.694
76, 0.587
77, 0.78
78, 0.273
79, 0.066
80, 0.159
81, 0.552
82, 0.245
83, 0.238
84, 0.531
85, 0.124
86, 0.017
87, 0.21
88, 0.703
89, 0.496
90, 0.589
91, 0.982
92, 0.675
93, 0.668
94, 0.961
95, 0.554
96, 0.447
97, 0.64
98, 0.133
99, 0.926
100, 0.019
