Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 382
n: 382
a: 101
c: 383478573
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.382
1, 0.155
2, 0.228
3, 0.601
4, 0.274
5, 0.247
6, 0.52
7, 0.093
8, 0.966
9, 0.139
10, 0.612
11, 0.385
12, 0.458
13, 0.831
14, 0.504
15, 0.477
16, 0.75
17, 0.323
18, 0.196
19, 0.369
20, 0.842
21, 0.615
22, 0.688
23, 0.061
24, 0.734
25, 0.707
26, 0.98
27, 0.553
28, 0.426
29, 0.599
30, 0.072
31, 0.845
32, 0.918
33, 0.291
34, 0.964
35, 0.937
36, 0.21
37, 0.783
38, 0.656
39, 0.829
40, 0.302
41, 0.075
42, 0.148
43, 0.521
44, 0.194
45, 0.167
46, 0.44
47, 0.013
48, 0.886
49, 0.059
50, 0.532
51, 0.305
52, 0.378
53, 0.751
54, 0.424
55, 0.397
56, 0.67
57, 0.243
58, 0.116
59, 0.289
60, 0.762
61, 0.535
62, 0.608
63, 0.981
64, 0.654
65, 0.627
66, 0.9
67, 0.473
68, 0.346
69, 0.519
70, 0.992
71, 0.765
72, 0.838
73, 0.211
74, 0.884
75, 0.857
76, 0.13
77, 0.703
78, 0.576
79, 0.749
80, 0.222
81, 0.995
82, 0.068
83, 0.441
84, 0.114
85, 0.087
86, 0.36
87, 0.933
88, 0.806
89, 0.979
90, 0.452
91, 0.225
92, 0.298
93, 0.671
94, 0.344
95, 0.317
96, 0.59
97, 0.163
98, 0.036
99, 0.209
100, 0.682
