Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 752
n: 752
a: 101
c: 1288277489
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.752
1, 0.441
2, 0.03
3, 0.519
4, 0.908
5, 0.197
6, 0.386
7, 0.475
8, 0.464
9, 0.353
10, 0.142
11, 0.831
12, 0.42
13, 0.909
14, 0.298
15, 0.587
16, 0.776
17, 0.865
18, 0.854
19, 0.743
20, 0.532
21, 0.221
22, 0.81
23, 0.299
24, 0.688
25, 0.977
26, 0.166
27, 0.255
28, 0.244
29, 0.133
30, 0.922
31, 0.611
32, 0.2
33, 0.689
34, 0.078
35, 0.367
36, 0.556
37, 0.645
38, 0.634
39, 0.523
40, 0.312
41, 0.001
42, 0.59
43, 0.079
44, 0.468
45, 0.757
46, 0.946
47, 0.035
48, 0.024
49, 0.913
50, 0.702
51, 0.391
52, 0.98
53, 0.469
54, 0.858
55, 0.147
56, 0.336
57, 0.425
58, 0.414
59, 0.303
60, 0.092
61, 0.781
62, 0.37
63, 0.859
64, 0.248
65, 0.537
66, 0.726
67, 0.815
68, 0.804
69, 0.693
70, 0.482
71, 0.171
72, 0.76
73, 0.249
74, 0.638
75, 0.927
76, 0.116
77, 0.205
78, 0.194
79, 0.083
80, 0.872
81, 0.561
82, 0.15
83, 0.639
84, 0.028
85, 0.317
86, 0.506
87, 0.595
88, 0.584
89, 0.473
90, 0.262
91, 0.951
92, 0.54
93, 0.029
94, 0.418
95, 0.707
96, 0.896
97, 0.985
98, 0.974
99, 0.863
100, 0.652
