Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 765
n: 765
a: 101
c: 1721024511
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.765
1, 0.776
2, 0.887
3, 0.098
4, 0.409
5, 0.82
6, 0.331
7, 0.942
8, 0.653
9, 0.464
10, 0.375
11, 0.386
12, 0.497
13, 0.708
14, 0.019
15, 0.43
16, 0.941
17, 0.552
18, 0.263
19, 0.074
20, 0.985
21, 0.996
22, 0.107
23, 0.318
24, 0.629
25, 0.04
26, 0.551
27, 0.162
28, 0.873
29, 0.684
30, 0.595
31, 0.606
32, 0.717
33, 0.928
34, 0.239
35, 0.65
36, 0.161
37, 0.772
38, 0.483
39, 0.294
40, 0.205
41, 0.216
42, 0.327
43, 0.538
44, 0.849
45, 0.26
46, 0.771
47, 0.382
48, 0.093
49, 0.904
50, 0.815
51, 0.826
52, 0.937
53, 0.148
54, 0.459
55, 0.87
56, 0.381
57, 0.992
58, 0.703
59, 0.514
60, 0.425
61, 0.436
62, 0.547
63, 0.758
64, 0.069
65, 0.48
66, 0.991
67, 0.602
68, 0.313
69, 0.124
70, 0.035
71, 0.046
72, 0.157
73, 0.368
74, 0.679
75, 0.09
76, 0.601
77, 0.212
78, 0.923
79, 0.734
80, 0.645
81, 0.656
82, 0.767
83, 0.978
84, 0.289
85, 0.7
86, 0.211
87, 0.822
88, 0.533
89, 0.344
90, 0.255
91, 0.266
92, 0.377
93, 0.588
94, 0.899
95, 0.31
96, 0.821
97, 0.432
98, 0.143
99, 0.954
100, 0.865
