Datos del motor: 
Motor: Decimal Metodo: Mixto
n0: 12
n: 12
a: 101
c: 856883247
b: 3
h: 1000
m: 1000

Corrida.
 h,n 
0, 0.012
1, 0.459
2, 0.606
3, 0.453
4, 0.0
5, 0.247
6, 0.194
7, 0.841
8, 0.188
9, 0.235
10, 0.982
11, 0.429
12, 0.576
13, 0.423
14, 0.97
15, 0.217
16, 0.164
17, 0.811
18, 0.158
19, 0.205
20, 0.952
21, 0.399
22, 0.546
23, 0.393
24, 0.94
25, 0.187
26, 0.134
27, 0.781
28, 0.128
29, 0.175
30, 0.922
31, 0.369
32, 0.516
33, 0.363
34, 0.91
35, 0.157
36, 0.104
37, 0.751
38, 0.098
39, 0.145
40, 0.892
41, 0.339
42, 0.486
43, 0.333
44, 0.88
45, 0.127
46, 0.074
47, 0.721
48, 0.068
49, 0.115
50, 0.862
51, 0.309
52, 0.456
53, 0.303
54, 0.85
55, 0.097
56, 0.044
57, 0.691
58, 0.038
59, 0.085
60, 0.832
61, 0.279
62, 0.426
63, 0.273
64, 0.82
65, 0.067
66, 0.014
67, 0.661
68, 0.008
69, 0.055
70, 0.802
71, 0.249
72, 0.396
73, 0.243
74, 0.79
75, 0.037
76, 0.984
77, 0.631
78, 0.978
79, 0.025
80, 0.772
81, 0.219
82, 0.366
83, 0.213
84, 0.76
85, 0.007
86, 0.954
87, 0.601
88, 0.948
89, 0.995
90, 0.742
91, 0.189
92, 0.336
93, 0.183
94, 0.73
95, 0.977
96, 0.924
97, 0.571
98, 0.918
99, 0.965
100, 0.712
