Datos del motor: 
Motor: Binatio Metodo: Multiplicativo
n0: 396
n: 396
a: 19
c: 0
b: 9
h: 128
m: 512

Corrida.
 h,n 
0, 0.7734375
1, 0.6953125
2, 0.2109375
3, 0.0078125
4, 0.1484375
5, 0.8203125
6, 0.5859375
7, 0.1328125
8, 0.5234375
9, 0.9453125
10, 0.9609375
11, 0.2578125
12, 0.8984375
13, 0.0703125
14, 0.3359375
15, 0.3828125
16, 0.2734375
17, 0.1953125
18, 0.7109375
19, 0.5078125
20, 0.6484375
21, 0.3203125
22, 0.0859375
23, 0.6328125
24, 0.0234375
25, 0.4453125
26, 0.4609375
27, 0.7578125
28, 0.3984375
29, 0.5703125
30, 0.8359375
31, 0.8828125
32, 0.7734375
33, 0.6953125
34, 0.2109375
35, 0.0078125
36, 0.1484375
37, 0.8203125
38, 0.5859375
39, 0.1328125
40, 0.5234375
41, 0.9453125
42, 0.9609375
43, 0.2578125
44, 0.8984375
45, 0.0703125
46, 0.3359375
47, 0.3828125
48, 0.2734375
49, 0.1953125
50, 0.7109375
51, 0.5078125
52, 0.6484375
53, 0.3203125
54, 0.0859375
55, 0.6328125
56, 0.0234375
57, 0.4453125
58, 0.4609375
59, 0.7578125
60, 0.3984375
61, 0.5703125
62, 0.8359375
63, 0.8828125
64, 0.7734375
65, 0.6953125
66, 0.2109375
67, 0.0078125
68, 0.1484375
69, 0.8203125
70, 0.5859375
71, 0.1328125
72, 0.5234375
73, 0.9453125
74, 0.9609375
75, 0.2578125
76, 0.8984375
77, 0.0703125
78, 0.3359375
79, 0.3828125
80, 0.2734375
81, 0.1953125
82, 0.7109375
83, 0.5078125
84, 0.6484375
85, 0.3203125
86, 0.0859375
87, 0.6328125
88, 0.0234375
89, 0.4453125
90, 0.4609375
91, 0.7578125
92, 0.3984375
93, 0.5703125
94, 0.8359375
95, 0.8828125
96, 0.7734375
97, 0.6953125
98, 0.2109375
99, 0.0078125
100, 0.1484375
