Datos del motor: 
Motor: Binatio Metodo: Multiplicativo
n0: 102
n: 102
a: 19
c: 0
b: 9
h: 128
m: 512

Corrida.
 h,n 
0, 0.19921875
1, 0.78515625
2, 0.91796875
3, 0.44140625
4, 0.38671875
5, 0.34765625
6, 0.60546875
7, 0.50390625
8, 0.57421875
9, 0.91015625
10, 0.29296875
11, 0.56640625
12, 0.76171875
13, 0.47265625
14, 0.98046875
15, 0.62890625
16, 0.94921875
17, 0.03515625
18, 0.66796875
19, 0.69140625
20, 0.13671875
21, 0.59765625
22, 0.35546875
23, 0.75390625
24, 0.32421875
25, 0.16015625
26, 0.04296875
27, 0.81640625
28, 0.51171875
29, 0.72265625
30, 0.73046875
31, 0.87890625
32, 0.69921875
33, 0.28515625
34, 0.41796875
35, 0.94140625
36, 0.88671875
37, 0.84765625
38, 0.10546875
39, 0.00390625
40, 0.07421875
41, 0.41015625
42, 0.79296875
43, 0.06640625
44, 0.26171875
45, 0.97265625
46, 0.48046875
47, 0.12890625
48, 0.44921875
49, 0.53515625
50, 0.16796875
51, 0.19140625
52, 0.63671875
53, 0.09765625
54, 0.85546875
55, 0.25390625
56, 0.82421875
57, 0.66015625
58, 0.54296875
59, 0.31640625
60, 0.01171875
61, 0.22265625
62, 0.23046875
63, 0.37890625
64, 0.19921875
65, 0.78515625
66, 0.91796875
67, 0.44140625
68, 0.38671875
69, 0.34765625
70, 0.60546875
71, 0.50390625
72, 0.57421875
73, 0.91015625
74, 0.29296875
75, 0.56640625
76, 0.76171875
77, 0.47265625
78, 0.98046875
79, 0.62890625
80, 0.94921875
81, 0.03515625
82, 0.66796875
83, 0.69140625
84, 0.13671875
85, 0.59765625
86, 0.35546875
87, 0.75390625
88, 0.32421875
89, 0.16015625
90, 0.04296875
91, 0.81640625
92, 0.51171875
93, 0.72265625
94, 0.73046875
95, 0.87890625
96, 0.69921875
97, 0.28515625
98, 0.41796875
99, 0.94140625
100, 0.88671875
