Datos del motor: 
Motor: Binatio Metodo: Multiplicativo
n0: 265
n: 265
a: 19
c: 0
b: 9
h: 128
m: 512

Corrida.
 h,n 
0, 0.517578125
1, 0.833984375
2, 0.845703125
3, 0.068359375
4, 0.298828125
5, 0.677734375
6, 0.876953125
7, 0.662109375
8, 0.580078125
9, 0.021484375
10, 0.408203125
11, 0.755859375
12, 0.361328125
13, 0.865234375
14, 0.439453125
15, 0.349609375
16, 0.642578125
17, 0.208984375
18, 0.970703125
19, 0.443359375
20, 0.423828125
21, 0.052734375
22, 0.001953125
23, 0.037109375
24, 0.705078125
25, 0.396484375
26, 0.533203125
27, 0.130859375
28, 0.486328125
29, 0.240234375
30, 0.564453125
31, 0.724609375
32, 0.767578125
33, 0.583984375
34, 0.095703125
35, 0.818359375
36, 0.548828125
37, 0.427734375
38, 0.126953125
39, 0.412109375
40, 0.830078125
41, 0.771484375
42, 0.658203125
43, 0.505859375
44, 0.611328125
45, 0.615234375
46, 0.689453125
47, 0.099609375
48, 0.892578125
49, 0.958984375
50, 0.220703125
51, 0.193359375
52, 0.673828125
53, 0.802734375
54, 0.251953125
55, 0.787109375
56, 0.955078125
57, 0.146484375
58, 0.783203125
59, 0.880859375
60, 0.736328125
61, 0.990234375
62, 0.814453125
63, 0.474609375
64, 0.017578125
65, 0.333984375
66, 0.345703125
67, 0.568359375
68, 0.798828125
69, 0.177734375
70, 0.376953125
71, 0.162109375
72, 0.080078125
73, 0.521484375
74, 0.908203125
75, 0.255859375
76, 0.861328125
77, 0.365234375
78, 0.939453125
79, 0.849609375
80, 0.142578125
81, 0.708984375
82, 0.470703125
83, 0.943359375
84, 0.923828125
85, 0.552734375
86, 0.501953125
87, 0.537109375
88, 0.205078125
89, 0.896484375
90, 0.033203125
91, 0.630859375
92, 0.986328125
93, 0.740234375
94, 0.064453125
95, 0.224609375
96, 0.267578125
97, 0.083984375
98, 0.595703125
99, 0.318359375
100, 0.048828125
