Datos del motor: 
Motor: Binatio Metodo: Multiplicativo
n0: 462
n: 462
a: 19
c: 0
b: 9
h: 128
m: 512

Corrida.
 h,n 
0, 0.90234375
1, 0.14453125
2, 0.74609375
3, 0.17578125
4, 0.33984375
5, 0.45703125
6, 0.68359375
7, 0.98828125
8, 0.77734375
9, 0.76953125
10, 0.62109375
11, 0.80078125
12, 0.21484375
13, 0.08203125
14, 0.55859375
15, 0.61328125
16, 0.65234375
17, 0.39453125
18, 0.49609375
19, 0.42578125
20, 0.08984375
21, 0.70703125
22, 0.43359375
23, 0.23828125
24, 0.52734375
25, 0.01953125
26, 0.37109375
27, 0.05078125
28, 0.96484375
29, 0.33203125
30, 0.30859375
31, 0.86328125
32, 0.40234375
33, 0.64453125
34, 0.24609375
35, 0.67578125
36, 0.83984375
37, 0.95703125
38, 0.18359375
39, 0.48828125
40, 0.27734375
41, 0.26953125
42, 0.12109375
43, 0.30078125
44, 0.71484375
45, 0.58203125
46, 0.05859375
47, 0.11328125
48, 0.15234375
49, 0.89453125
50, 0.99609375
51, 0.92578125
52, 0.58984375
53, 0.20703125
54, 0.93359375
55, 0.73828125
56, 0.02734375
57, 0.51953125
58, 0.87109375
59, 0.55078125
60, 0.46484375
61, 0.83203125
62, 0.80859375
63, 0.36328125
64, 0.90234375
65, 0.14453125
66, 0.74609375
67, 0.17578125
68, 0.33984375
69, 0.45703125
70, 0.68359375
71, 0.98828125
72, 0.77734375
73, 0.76953125
74, 0.62109375
75, 0.80078125
76, 0.21484375
77, 0.08203125
78, 0.55859375
79, 0.61328125
80, 0.65234375
81, 0.39453125
82, 0.49609375
83, 0.42578125
84, 0.08984375
85, 0.70703125
86, 0.43359375
87, 0.23828125
88, 0.52734375
89, 0.01953125
90, 0.37109375
91, 0.05078125
92, 0.96484375
93, 0.33203125
94, 0.30859375
95, 0.86328125
96, 0.40234375
97, 0.64453125
98, 0.24609375
99, 0.67578125
100, 0.83984375
