Datos del motor: 
Motor: Binatio Metodo: Multiplicativo
n0: 98
n: 98
a: 19
c: 0
b: 9
h: 128
m: 512

Corrida.
 h,n 
0, 0.19140625
1, 0.63671875
2, 0.09765625
3, 0.85546875
4, 0.25390625
5, 0.82421875
6, 0.66015625
7, 0.54296875
8, 0.31640625
9, 0.01171875
10, 0.22265625
11, 0.23046875
12, 0.37890625
13, 0.19921875
14, 0.78515625
15, 0.91796875
16, 0.44140625
17, 0.38671875
18, 0.34765625
19, 0.60546875
20, 0.50390625
21, 0.57421875
22, 0.91015625
23, 0.29296875
24, 0.56640625
25, 0.76171875
26, 0.47265625
27, 0.98046875
28, 0.62890625
29, 0.94921875
30, 0.03515625
31, 0.66796875
32, 0.69140625
33, 0.13671875
34, 0.59765625
35, 0.35546875
36, 0.75390625
37, 0.32421875
38, 0.16015625
39, 0.04296875
40, 0.81640625
41, 0.51171875
42, 0.72265625
43, 0.73046875
44, 0.87890625
45, 0.69921875
46, 0.28515625
47, 0.41796875
48, 0.94140625
49, 0.88671875
50, 0.84765625
51, 0.10546875
52, 0.00390625
53, 0.07421875
54, 0.41015625
55, 0.79296875
56, 0.06640625
57, 0.26171875
58, 0.97265625
59, 0.48046875
60, 0.12890625
61, 0.44921875
62, 0.53515625
63, 0.16796875
64, 0.19140625
65, 0.63671875
66, 0.09765625
67, 0.85546875
68, 0.25390625
69, 0.82421875
70, 0.66015625
71, 0.54296875
72, 0.31640625
73, 0.01171875
74, 0.22265625
75, 0.23046875
76, 0.37890625
77, 0.19921875
78, 0.78515625
79, 0.91796875
80, 0.44140625
81, 0.38671875
82, 0.34765625
83, 0.60546875
84, 0.50390625
85, 0.57421875
86, 0.91015625
87, 0.29296875
88, 0.56640625
89, 0.76171875
90, 0.47265625
91, 0.98046875
92, 0.62890625
93, 0.94921875
94, 0.03515625
95, 0.66796875
96, 0.69140625
97, 0.13671875
98, 0.59765625
99, 0.35546875
100, 0.75390625
