Datos del motor: 
Motor: Binatio Metodo: Multiplicativo
n0: 97
n: 97
a: 19
c: 0
b: 9
h: 128
m: 512

Corrida.
 h,n 
0, 0.189453125
1, 0.599609375
2, 0.392578125
3, 0.458984375
4, 0.720703125
5, 0.693359375
6, 0.173828125
7, 0.302734375
8, 0.751953125
9, 0.287109375
10, 0.455078125
11, 0.646484375
12, 0.283203125
13, 0.380859375
14, 0.236328125
15, 0.490234375
16, 0.314453125
17, 0.974609375
18, 0.517578125
19, 0.833984375
20, 0.845703125
21, 0.068359375
22, 0.298828125
23, 0.677734375
24, 0.876953125
25, 0.662109375
26, 0.580078125
27, 0.021484375
28, 0.408203125
29, 0.755859375
30, 0.361328125
31, 0.865234375
32, 0.439453125
33, 0.349609375
34, 0.642578125
35, 0.208984375
36, 0.970703125
37, 0.443359375
38, 0.423828125
39, 0.052734375
40, 0.001953125
41, 0.037109375
42, 0.705078125
43, 0.396484375
44, 0.533203125
45, 0.130859375
46, 0.486328125
47, 0.240234375
48, 0.564453125
49, 0.724609375
50, 0.767578125
51, 0.583984375
52, 0.095703125
53, 0.818359375
54, 0.548828125
55, 0.427734375
56, 0.126953125
57, 0.412109375
58, 0.830078125
59, 0.771484375
60, 0.658203125
61, 0.505859375
62, 0.611328125
63, 0.615234375
64, 0.689453125
65, 0.099609375
66, 0.892578125
67, 0.958984375
68, 0.220703125
69, 0.193359375
70, 0.673828125
71, 0.802734375
72, 0.251953125
73, 0.787109375
74, 0.955078125
75, 0.146484375
76, 0.783203125
77, 0.880859375
78, 0.736328125
79, 0.990234375
80, 0.814453125
81, 0.474609375
82, 0.017578125
83, 0.333984375
84, 0.345703125
85, 0.568359375
86, 0.798828125
87, 0.177734375
88, 0.376953125
89, 0.162109375
90, 0.080078125
91, 0.521484375
92, 0.908203125
93, 0.255859375
94, 0.861328125
95, 0.365234375
96, 0.939453125
97, 0.849609375
98, 0.142578125
99, 0.708984375
100, 0.470703125
