Datos del motor: 
Motor: Binatio Metodo: Multiplicativo
n0: 384
n: 384
a: 19
c: 0
b: 9
h: 128
m: 512

Corrida.
 h,n 
0, 0.75
1, 0.25
2, 0.75
3, 0.25
4, 0.75
5, 0.25
6, 0.75
7, 0.25
8, 0.75
9, 0.25
10, 0.75
11, 0.25
12, 0.75
13, 0.25
14, 0.75
15, 0.25
16, 0.75
17, 0.25
18, 0.75
19, 0.25
20, 0.75
21, 0.25
22, 0.75
23, 0.25
24, 0.75
25, 0.25
26, 0.75
27, 0.25
28, 0.75
29, 0.25
30, 0.75
31, 0.25
32, 0.75
33, 0.25
34, 0.75
35, 0.25
36, 0.75
37, 0.25
38, 0.75
39, 0.25
40, 0.75
41, 0.25
42, 0.75
43, 0.25
44, 0.75
45, 0.25
46, 0.75
47, 0.25
48, 0.75
49, 0.25
50, 0.75
51, 0.25
52, 0.75
53, 0.25
54, 0.75
55, 0.25
56, 0.75
57, 0.25
58, 0.75
59, 0.25
60, 0.75
61, 0.25
62, 0.75
63, 0.25
64, 0.75
65, 0.25
66, 0.75
67, 0.25
68, 0.75
69, 0.25
70, 0.75
71, 0.25
72, 0.75
73, 0.25
74, 0.75
75, 0.25
76, 0.75
77, 0.25
78, 0.75
79, 0.25
80, 0.75
81, 0.25
82, 0.75
83, 0.25
84, 0.75
85, 0.25
86, 0.75
87, 0.25
88, 0.75
89, 0.25
90, 0.75
91, 0.25
92, 0.75
93, 0.25
94, 0.75
95, 0.25
96, 0.75
97, 0.25
98, 0.75
99, 0.25
100, 0.75
