Datos del motor: 
Motor: Binatio Metodo: Multiplicativo
n0: 380
n: 380
a: 19
c: 0
b: 9
h: 128
m: 512

Corrida.
 h,n 
0, 0.7421875
1, 0.1015625
2, 0.9296875
3, 0.6640625
4, 0.6171875
5, 0.7265625
6, 0.8046875
7, 0.2890625
8, 0.4921875
9, 0.3515625
10, 0.6796875
11, 0.9140625
12, 0.3671875
13, 0.9765625
14, 0.5546875
15, 0.5390625
16, 0.2421875
17, 0.6015625
18, 0.4296875
19, 0.1640625
20, 0.1171875
21, 0.2265625
22, 0.3046875
23, 0.7890625
24, 0.9921875
25, 0.8515625
26, 0.1796875
27, 0.4140625
28, 0.8671875
29, 0.4765625
30, 0.0546875
31, 0.0390625
32, 0.7421875
33, 0.1015625
34, 0.9296875
35, 0.6640625
36, 0.6171875
37, 0.7265625
38, 0.8046875
39, 0.2890625
40, 0.4921875
41, 0.3515625
42, 0.6796875
43, 0.9140625
44, 0.3671875
45, 0.9765625
46, 0.5546875
47, 0.5390625
48, 0.2421875
49, 0.6015625
50, 0.4296875
51, 0.1640625
52, 0.1171875
53, 0.2265625
54, 0.3046875
55, 0.7890625
56, 0.9921875
57, 0.8515625
58, 0.1796875
59, 0.4140625
60, 0.8671875
61, 0.4765625
62, 0.0546875
63, 0.0390625
64, 0.7421875
65, 0.1015625
66, 0.9296875
67, 0.6640625
68, 0.6171875
69, 0.7265625
70, 0.8046875
71, 0.2890625
72, 0.4921875
73, 0.3515625
74, 0.6796875
75, 0.9140625
76, 0.3671875
77, 0.9765625
78, 0.5546875
79, 0.5390625
80, 0.2421875
81, 0.6015625
82, 0.4296875
83, 0.1640625
84, 0.1171875
85, 0.2265625
86, 0.3046875
87, 0.7890625
88, 0.9921875
89, 0.8515625
90, 0.1796875
91, 0.4140625
92, 0.8671875
93, 0.4765625
94, 0.0546875
95, 0.0390625
96, 0.7421875
97, 0.1015625
98, 0.9296875
99, 0.6640625
100, 0.6171875
