Datos del motor: 
Motor: Binatio Metodo: Multiplicativo
n0: 101
n: 101
a: 19
c: 0
b: 9
h: 128
m: 512

Corrida.
 h,n 
0, 0.197265625
1, 0.748046875
2, 0.212890625
3, 0.044921875
4, 0.853515625
5, 0.216796875
6, 0.119140625
7, 0.263671875
8, 0.009765625
9, 0.185546875
10, 0.525390625
11, 0.982421875
12, 0.666015625
13, 0.654296875
14, 0.431640625
15, 0.201171875
16, 0.822265625
17, 0.623046875
18, 0.837890625
19, 0.919921875
20, 0.478515625
21, 0.091796875
22, 0.744140625
23, 0.138671875
24, 0.634765625
25, 0.060546875
26, 0.150390625
27, 0.857421875
28, 0.291015625
29, 0.529296875
30, 0.056640625
31, 0.076171875
32, 0.447265625
33, 0.498046875
34, 0.462890625
35, 0.794921875
36, 0.103515625
37, 0.966796875
38, 0.369140625
39, 0.013671875
40, 0.259765625
41, 0.935546875
42, 0.775390625
43, 0.732421875
44, 0.916015625
45, 0.404296875
46, 0.681640625
47, 0.951171875
48, 0.072265625
49, 0.373046875
50, 0.087890625
51, 0.669921875
52, 0.728515625
53, 0.841796875
54, 0.994140625
55, 0.888671875
56, 0.884765625
57, 0.810546875
58, 0.400390625
59, 0.607421875
60, 0.541015625
61, 0.279296875
62, 0.306640625
63, 0.826171875
64, 0.697265625
65, 0.248046875
66, 0.712890625
67, 0.544921875
68, 0.353515625
69, 0.716796875
70, 0.619140625
71, 0.763671875
72, 0.509765625
73, 0.685546875
74, 0.025390625
75, 0.482421875
76, 0.166015625
77, 0.154296875
78, 0.931640625
79, 0.701171875
80, 0.322265625
81, 0.123046875
82, 0.337890625
83, 0.419921875
84, 0.978515625
85, 0.591796875
86, 0.244140625
87, 0.638671875
88, 0.134765625
89, 0.560546875
90, 0.650390625
91, 0.357421875
92, 0.791015625
93, 0.029296875
94, 0.556640625
95, 0.576171875
96, 0.947265625
97, 0.998046875
98, 0.962890625
99, 0.294921875
100, 0.603515625
