Datos del motor: 
Motor: Binatio Metodo: Multiplicativo
n0: 105
n: 105
a: 19
c: 0
b: 9
h: 128
m: 512

Corrida.
 h,n 
0, 0.205078125
1, 0.896484375
2, 0.033203125
3, 0.630859375
4, 0.986328125
5, 0.740234375
6, 0.064453125
7, 0.224609375
8, 0.267578125
9, 0.083984375
10, 0.595703125
11, 0.318359375
12, 0.048828125
13, 0.927734375
14, 0.626953125
15, 0.912109375
16, 0.330078125
17, 0.271484375
18, 0.158203125
19, 0.005859375
20, 0.111328125
21, 0.115234375
22, 0.189453125
23, 0.599609375
24, 0.392578125
25, 0.458984375
26, 0.720703125
27, 0.693359375
28, 0.173828125
29, 0.302734375
30, 0.751953125
31, 0.287109375
32, 0.455078125
33, 0.646484375
34, 0.283203125
35, 0.380859375
36, 0.236328125
37, 0.490234375
38, 0.314453125
39, 0.974609375
40, 0.517578125
41, 0.833984375
42, 0.845703125
43, 0.068359375
44, 0.298828125
45, 0.677734375
46, 0.876953125
47, 0.662109375
48, 0.580078125
49, 0.021484375
50, 0.408203125
51, 0.755859375
52, 0.361328125
53, 0.865234375
54, 0.439453125
55, 0.349609375
56, 0.642578125
57, 0.208984375
58, 0.970703125
59, 0.443359375
60, 0.423828125
61, 0.052734375
62, 0.001953125
63, 0.037109375
64, 0.705078125
65, 0.396484375
66, 0.533203125
67, 0.130859375
68, 0.486328125
69, 0.240234375
70, 0.564453125
71, 0.724609375
72, 0.767578125
73, 0.583984375
74, 0.095703125
75, 0.818359375
76, 0.548828125
77, 0.427734375
78, 0.126953125
79, 0.412109375
80, 0.830078125
81, 0.771484375
82, 0.658203125
83, 0.505859375
84, 0.611328125
85, 0.615234375
86, 0.689453125
87, 0.099609375
88, 0.892578125
89, 0.958984375
90, 0.220703125
91, 0.193359375
92, 0.673828125
93, 0.802734375
94, 0.251953125
95, 0.787109375
96, 0.955078125
97, 0.146484375
98, 0.783203125
99, 0.880859375
100, 0.736328125
