Datos del motor: 
Motor: Binatio Metodo: Multiplicativo
n0: 438
n: 438
a: 19
c: 0
b: 9
h: 128
m: 512

Corrida.
 h,n 
0, 0.85546875
1, 0.25390625
2, 0.82421875
3, 0.66015625
4, 0.54296875
5, 0.31640625
6, 0.01171875
7, 0.22265625
8, 0.23046875
9, 0.37890625
10, 0.19921875
11, 0.78515625
12, 0.91796875
13, 0.44140625
14, 0.38671875
15, 0.34765625
16, 0.60546875
17, 0.50390625
18, 0.57421875
19, 0.91015625
20, 0.29296875
21, 0.56640625
22, 0.76171875
23, 0.47265625
24, 0.98046875
25, 0.62890625
26, 0.94921875
27, 0.03515625
28, 0.66796875
29, 0.69140625
30, 0.13671875
31, 0.59765625
32, 0.35546875
33, 0.75390625
34, 0.32421875
35, 0.16015625
36, 0.04296875
37, 0.81640625
38, 0.51171875
39, 0.72265625
40, 0.73046875
41, 0.87890625
42, 0.69921875
43, 0.28515625
44, 0.41796875
45, 0.94140625
46, 0.88671875
47, 0.84765625
48, 0.10546875
49, 0.00390625
50, 0.07421875
51, 0.41015625
52, 0.79296875
53, 0.06640625
54, 0.26171875
55, 0.97265625
56, 0.48046875
57, 0.12890625
58, 0.44921875
59, 0.53515625
60, 0.16796875
61, 0.19140625
62, 0.63671875
63, 0.09765625
64, 0.85546875
65, 0.25390625
66, 0.82421875
67, 0.66015625
68, 0.54296875
69, 0.31640625
70, 0.01171875
71, 0.22265625
72, 0.23046875
73, 0.37890625
74, 0.19921875
75, 0.78515625
76, 0.91796875
77, 0.44140625
78, 0.38671875
79, 0.34765625
80, 0.60546875
81, 0.50390625
82, 0.57421875
83, 0.91015625
84, 0.29296875
85, 0.56640625
86, 0.76171875
87, 0.47265625
88, 0.98046875
89, 0.62890625
90, 0.94921875
91, 0.03515625
92, 0.66796875
93, 0.69140625
94, 0.13671875
95, 0.59765625
96, 0.35546875
97, 0.75390625
98, 0.32421875
99, 0.16015625
100, 0.04296875
