Datos del motor: 
Motor: Binatio Metodo: Multiplicativo
n0: 304
n: 304
a: 19
c: 0
b: 9
h: 128
m: 512

Corrida.
 h,n 
0, 0.59375
1, 0.28125
2, 0.34375
3, 0.53125
4, 0.09375
5, 0.78125
6, 0.84375
7, 0.03125
8, 0.59375
9, 0.28125
10, 0.34375
11, 0.53125
12, 0.09375
13, 0.78125
14, 0.84375
15, 0.03125
16, 0.59375
17, 0.28125
18, 0.34375
19, 0.53125
20, 0.09375
21, 0.78125
22, 0.84375
23, 0.03125
24, 0.59375
25, 0.28125
26, 0.34375
27, 0.53125
28, 0.09375
29, 0.78125
30, 0.84375
31, 0.03125
32, 0.59375
33, 0.28125
34, 0.34375
35, 0.53125
36, 0.09375
37, 0.78125
38, 0.84375
39, 0.03125
40, 0.59375
41, 0.28125
42, 0.34375
43, 0.53125
44, 0.09375
45, 0.78125
46, 0.84375
47, 0.03125
48, 0.59375
49, 0.28125
50, 0.34375
51, 0.53125
52, 0.09375
53, 0.78125
54, 0.84375
55, 0.03125
56, 0.59375
57, 0.28125
58, 0.34375
59, 0.53125
60, 0.09375
61, 0.78125
62, 0.84375
63, 0.03125
64, 0.59375
65, 0.28125
66, 0.34375
67, 0.53125
68, 0.09375
69, 0.78125
70, 0.84375
71, 0.03125
72, 0.59375
73, 0.28125
74, 0.34375
75, 0.53125
76, 0.09375
77, 0.78125
78, 0.84375
79, 0.03125
80, 0.59375
81, 0.28125
82, 0.34375
83, 0.53125
84, 0.09375
85, 0.78125
86, 0.84375
87, 0.03125
88, 0.59375
89, 0.28125
90, 0.34375
91, 0.53125
92, 0.09375
93, 0.78125
94, 0.84375
95, 0.03125
96, 0.59375
97, 0.28125
98, 0.34375
99, 0.53125
100, 0.09375
