Datos del motor: 
Motor: Binatio Metodo: Multiplicativo
n0: 230
n: 230
a: 19
c: 0
b: 9
h: 128
m: 512

Corrida.
 h,n 
0, 0.44921875
1, 0.53515625
2, 0.16796875
3, 0.19140625
4, 0.63671875
5, 0.09765625
6, 0.85546875
7, 0.25390625
8, 0.82421875
9, 0.66015625
10, 0.54296875
11, 0.31640625
12, 0.01171875
13, 0.22265625
14, 0.23046875
15, 0.37890625
16, 0.19921875
17, 0.78515625
18, 0.91796875
19, 0.44140625
20, 0.38671875
21, 0.34765625
22, 0.60546875
23, 0.50390625
24, 0.57421875
25, 0.91015625
26, 0.29296875
27, 0.56640625
28, 0.76171875
29, 0.47265625
30, 0.98046875
31, 0.62890625
32, 0.94921875
33, 0.03515625
34, 0.66796875
35, 0.69140625
36, 0.13671875
37, 0.59765625
38, 0.35546875
39, 0.75390625
40, 0.32421875
41, 0.16015625
42, 0.04296875
43, 0.81640625
44, 0.51171875
45, 0.72265625
46, 0.73046875
47, 0.87890625
48, 0.69921875
49, 0.28515625
50, 0.41796875
51, 0.94140625
52, 0.88671875
53, 0.84765625
54, 0.10546875
55, 0.00390625
56, 0.07421875
57, 0.41015625
58, 0.79296875
59, 0.06640625
60, 0.26171875
61, 0.97265625
62, 0.48046875
63, 0.12890625
64, 0.44921875
65, 0.53515625
66, 0.16796875
67, 0.19140625
68, 0.63671875
69, 0.09765625
70, 0.85546875
71, 0.25390625
72, 0.82421875
73, 0.66015625
74, 0.54296875
75, 0.31640625
76, 0.01171875
77, 0.22265625
78, 0.23046875
79, 0.37890625
80, 0.19921875
81, 0.78515625
82, 0.91796875
83, 0.44140625
84, 0.38671875
85, 0.34765625
86, 0.60546875
87, 0.50390625
88, 0.57421875
89, 0.91015625
90, 0.29296875
91, 0.56640625
92, 0.76171875
93, 0.47265625
94, 0.98046875
95, 0.62890625
96, 0.94921875
97, 0.03515625
98, 0.66796875
99, 0.69140625
100, 0.13671875
