Datos del motor: 
Motor: Binatio Metodo: Multiplicativo
n0: 127
n: 127
a: 19
c: 0
b: 9
h: 128
m: 512

Corrida.
 h,n 
0, 0.248046875
1, 0.712890625
2, 0.544921875
3, 0.353515625
4, 0.716796875
5, 0.619140625
6, 0.763671875
7, 0.509765625
8, 0.685546875
9, 0.025390625
10, 0.482421875
11, 0.166015625
12, 0.154296875
13, 0.931640625
14, 0.701171875
15, 0.322265625
16, 0.123046875
17, 0.337890625
18, 0.419921875
19, 0.978515625
20, 0.591796875
21, 0.244140625
22, 0.638671875
23, 0.134765625
24, 0.560546875
25, 0.650390625
26, 0.357421875
27, 0.791015625
28, 0.029296875
29, 0.556640625
30, 0.576171875
31, 0.947265625
32, 0.998046875
33, 0.962890625
34, 0.294921875
35, 0.603515625
36, 0.466796875
37, 0.869140625
38, 0.513671875
39, 0.759765625
40, 0.435546875
41, 0.275390625
42, 0.232421875
43, 0.416015625
44, 0.904296875
45, 0.181640625
46, 0.451171875
47, 0.572265625
48, 0.873046875
49, 0.587890625
50, 0.169921875
51, 0.228515625
52, 0.341796875
53, 0.494140625
54, 0.388671875
55, 0.384765625
56, 0.310546875
57, 0.900390625
58, 0.107421875
59, 0.041015625
60, 0.779296875
61, 0.806640625
62, 0.326171875
63, 0.197265625
64, 0.748046875
65, 0.212890625
66, 0.044921875
67, 0.853515625
68, 0.216796875
69, 0.119140625
70, 0.263671875
71, 0.009765625
72, 0.185546875
73, 0.525390625
74, 0.982421875
75, 0.666015625
76, 0.654296875
77, 0.431640625
78, 0.201171875
79, 0.822265625
80, 0.623046875
81, 0.837890625
82, 0.919921875
83, 0.478515625
84, 0.091796875
85, 0.744140625
86, 0.138671875
87, 0.634765625
88, 0.060546875
89, 0.150390625
90, 0.857421875
91, 0.291015625
92, 0.529296875
93, 0.056640625
94, 0.076171875
95, 0.447265625
96, 0.498046875
97, 0.462890625
98, 0.794921875
99, 0.103515625
100, 0.966796875
