Datos del motor: 
Motor: Binatio Metodo: Multiplicativo
n0: 498
n: 498
a: 19
c: 0
b: 9
h: 128
m: 512

Corrida.
 h,n 
0, 0.97265625
1, 0.48046875
2, 0.12890625
3, 0.44921875
4, 0.53515625
5, 0.16796875
6, 0.19140625
7, 0.63671875
8, 0.09765625
9, 0.85546875
10, 0.25390625
11, 0.82421875
12, 0.66015625
13, 0.54296875
14, 0.31640625
15, 0.01171875
16, 0.22265625
17, 0.23046875
18, 0.37890625
19, 0.19921875
20, 0.78515625
21, 0.91796875
22, 0.44140625
23, 0.38671875
24, 0.34765625
25, 0.60546875
26, 0.50390625
27, 0.57421875
28, 0.91015625
29, 0.29296875
30, 0.56640625
31, 0.76171875
32, 0.47265625
33, 0.98046875
34, 0.62890625
35, 0.94921875
36, 0.03515625
37, 0.66796875
38, 0.69140625
39, 0.13671875
40, 0.59765625
41, 0.35546875
42, 0.75390625
43, 0.32421875
44, 0.16015625
45, 0.04296875
46, 0.81640625
47, 0.51171875
48, 0.72265625
49, 0.73046875
50, 0.87890625
51, 0.69921875
52, 0.28515625
53, 0.41796875
54, 0.94140625
55, 0.88671875
56, 0.84765625
57, 0.10546875
58, 0.00390625
59, 0.07421875
60, 0.41015625
61, 0.79296875
62, 0.06640625
63, 0.26171875
64, 0.97265625
65, 0.48046875
66, 0.12890625
67, 0.44921875
68, 0.53515625
69, 0.16796875
70, 0.19140625
71, 0.63671875
72, 0.09765625
73, 0.85546875
74, 0.25390625
75, 0.82421875
76, 0.66015625
77, 0.54296875
78, 0.31640625
79, 0.01171875
80, 0.22265625
81, 0.23046875
82, 0.37890625
83, 0.19921875
84, 0.78515625
85, 0.91796875
86, 0.44140625
87, 0.38671875
88, 0.34765625
89, 0.60546875
90, 0.50390625
91, 0.57421875
92, 0.91015625
93, 0.29296875
94, 0.56640625
95, 0.76171875
96, 0.47265625
97, 0.98046875
98, 0.62890625
99, 0.94921875
100, 0.03515625
