Datos del motor: 
Motor: Binatio Metodo: Multiplicativo
n0: 53
n: 53
a: 19
c: 0
b: 9
h: 128
m: 512

Corrida.
 h,n 
0, 0.103515625
1, 0.966796875
2, 0.369140625
3, 0.013671875
4, 0.259765625
5, 0.935546875
6, 0.775390625
7, 0.732421875
8, 0.916015625
9, 0.404296875
10, 0.681640625
11, 0.951171875
12, 0.072265625
13, 0.373046875
14, 0.087890625
15, 0.669921875
16, 0.728515625
17, 0.841796875
18, 0.994140625
19, 0.888671875
20, 0.884765625
21, 0.810546875
22, 0.400390625
23, 0.607421875
24, 0.541015625
25, 0.279296875
26, 0.306640625
27, 0.826171875
28, 0.697265625
29, 0.248046875
30, 0.712890625
31, 0.544921875
32, 0.353515625
33, 0.716796875
34, 0.619140625
35, 0.763671875
36, 0.509765625
37, 0.685546875
38, 0.025390625
39, 0.482421875
40, 0.166015625
41, 0.154296875
42, 0.931640625
43, 0.701171875
44, 0.322265625
45, 0.123046875
46, 0.337890625
47, 0.419921875
48, 0.978515625
49, 0.591796875
50, 0.244140625
51, 0.638671875
52, 0.134765625
53, 0.560546875
54, 0.650390625
55, 0.357421875
56, 0.791015625
57, 0.029296875
58, 0.556640625
59, 0.576171875
60, 0.947265625
61, 0.998046875
62, 0.962890625
63, 0.294921875
64, 0.603515625
65, 0.466796875
66, 0.869140625
67, 0.513671875
68, 0.759765625
69, 0.435546875
70, 0.275390625
71, 0.232421875
72, 0.416015625
73, 0.904296875
74, 0.181640625
75, 0.451171875
76, 0.572265625
77, 0.873046875
78, 0.587890625
79, 0.169921875
80, 0.228515625
81, 0.341796875
82, 0.494140625
83, 0.388671875
84, 0.384765625
85, 0.310546875
86, 0.900390625
87, 0.107421875
88, 0.041015625
89, 0.779296875
90, 0.806640625
91, 0.326171875
92, 0.197265625
93, 0.748046875
94, 0.212890625
95, 0.044921875
96, 0.853515625
97, 0.216796875
98, 0.119140625
99, 0.263671875
100, 0.009765625
