Datos del motor: 
Motor: Binatio Metodo: Multiplicativo
n0: 208
n: 208
a: 19
c: 0
b: 9
h: 128
m: 512

Corrida.
 h,n 
0, 0.40625
1, 0.71875
2, 0.65625
3, 0.46875
4, 0.90625
5, 0.21875
6, 0.15625
7, 0.96875
8, 0.40625
9, 0.71875
10, 0.65625
11, 0.46875
12, 0.90625
13, 0.21875
14, 0.15625
15, 0.96875
16, 0.40625
17, 0.71875
18, 0.65625
19, 0.46875
20, 0.90625
21, 0.21875
22, 0.15625
23, 0.96875
24, 0.40625
25, 0.71875
26, 0.65625
27, 0.46875
28, 0.90625
29, 0.21875
30, 0.15625
31, 0.96875
32, 0.40625
33, 0.71875
34, 0.65625
35, 0.46875
36, 0.90625
37, 0.21875
38, 0.15625
39, 0.96875
40, 0.40625
41, 0.71875
42, 0.65625
43, 0.46875
44, 0.90625
45, 0.21875
46, 0.15625
47, 0.96875
48, 0.40625
49, 0.71875
50, 0.65625
51, 0.46875
52, 0.90625
53, 0.21875
54, 0.15625
55, 0.96875
56, 0.40625
57, 0.71875
58, 0.65625
59, 0.46875
60, 0.90625
61, 0.21875
62, 0.15625
63, 0.96875
64, 0.40625
65, 0.71875
66, 0.65625
67, 0.46875
68, 0.90625
69, 0.21875
70, 0.15625
71, 0.96875
72, 0.40625
73, 0.71875
74, 0.65625
75, 0.46875
76, 0.90625
77, 0.21875
78, 0.15625
79, 0.96875
80, 0.40625
81, 0.71875
82, 0.65625
83, 0.46875
84, 0.90625
85, 0.21875
86, 0.15625
87, 0.96875
88, 0.40625
89, 0.71875
90, 0.65625
91, 0.46875
92, 0.90625
93, 0.21875
94, 0.15625
95, 0.96875
96, 0.40625
97, 0.71875
98, 0.65625
99, 0.46875
100, 0.90625
