Datos del motor: 
Motor: Binatio Metodo: Multiplicativo
n0: 414
n: 414
a: 19
c: 0
b: 9
h: 128
m: 512

Corrida.
 h,n 
0, 0.80859375
1, 0.36328125
2, 0.90234375
3, 0.14453125
4, 0.74609375
5, 0.17578125
6, 0.33984375
7, 0.45703125
8, 0.68359375
9, 0.98828125
10, 0.77734375
11, 0.76953125
12, 0.62109375
13, 0.80078125
14, 0.21484375
15, 0.08203125
16, 0.55859375
17, 0.61328125
18, 0.65234375
19, 0.39453125
20, 0.49609375
21, 0.42578125
22, 0.08984375
23, 0.70703125
24, 0.43359375
25, 0.23828125
26, 0.52734375
27, 0.01953125
28, 0.37109375
29, 0.05078125
30, 0.96484375
31, 0.33203125
32, 0.30859375
33, 0.86328125
34, 0.40234375
35, 0.64453125
36, 0.24609375
37, 0.67578125
38, 0.83984375
39, 0.95703125
40, 0.18359375
41, 0.48828125
42, 0.27734375
43, 0.26953125
44, 0.12109375
45, 0.30078125
46, 0.71484375
47, 0.58203125
48, 0.05859375
49, 0.11328125
50, 0.15234375
51, 0.89453125
52, 0.99609375
53, 0.92578125
54, 0.58984375
55, 0.20703125
56, 0.93359375
57, 0.73828125
58, 0.02734375
59, 0.51953125
60, 0.87109375
61, 0.55078125
62, 0.46484375
63, 0.83203125
64, 0.80859375
65, 0.36328125
66, 0.90234375
67, 0.14453125
68, 0.74609375
69, 0.17578125
70, 0.33984375
71, 0.45703125
72, 0.68359375
73, 0.98828125
74, 0.77734375
75, 0.76953125
76, 0.62109375
77, 0.80078125
78, 0.21484375
79, 0.08203125
80, 0.55859375
81, 0.61328125
82, 0.65234375
83, 0.39453125
84, 0.49609375
85, 0.42578125
86, 0.08984375
87, 0.70703125
88, 0.43359375
89, 0.23828125
90, 0.52734375
91, 0.01953125
92, 0.37109375
93, 0.05078125
94, 0.96484375
95, 0.33203125
96, 0.30859375
97, 0.86328125
98, 0.40234375
99, 0.64453125
100, 0.24609375
