Datos del motor: 
Motor: Binatio Metodo: Multiplicativo
n0: 156
n: 156
a: 19
c: 0
b: 9
h: 128
m: 512

Corrida.
 h,n 
0, 0.3046875
1, 0.7890625
2, 0.9921875
3, 0.8515625
4, 0.1796875
5, 0.4140625
6, 0.8671875
7, 0.4765625
8, 0.0546875
9, 0.0390625
10, 0.7421875
11, 0.1015625
12, 0.9296875
13, 0.6640625
14, 0.6171875
15, 0.7265625
16, 0.8046875
17, 0.2890625
18, 0.4921875
19, 0.3515625
20, 0.6796875
21, 0.9140625
22, 0.3671875
23, 0.9765625
24, 0.5546875
25, 0.5390625
26, 0.2421875
27, 0.6015625
28, 0.4296875
29, 0.1640625
30, 0.1171875
31, 0.2265625
32, 0.3046875
33, 0.7890625
34, 0.9921875
35, 0.8515625
36, 0.1796875
37, 0.4140625
38, 0.8671875
39, 0.4765625
40, 0.0546875
41, 0.0390625
42, 0.7421875
43, 0.1015625
44, 0.9296875
45, 0.6640625
46, 0.6171875
47, 0.7265625
48, 0.8046875
49, 0.2890625
50, 0.4921875
51, 0.3515625
52, 0.6796875
53, 0.9140625
54, 0.3671875
55, 0.9765625
56, 0.5546875
57, 0.5390625
58, 0.2421875
59, 0.6015625
60, 0.4296875
61, 0.1640625
62, 0.1171875
63, 0.2265625
64, 0.3046875
65, 0.7890625
66, 0.9921875
67, 0.8515625
68, 0.1796875
69, 0.4140625
70, 0.8671875
71, 0.4765625
72, 0.0546875
73, 0.0390625
74, 0.7421875
75, 0.1015625
76, 0.9296875
77, 0.6640625
78, 0.6171875
79, 0.7265625
80, 0.8046875
81, 0.2890625
82, 0.4921875
83, 0.3515625
84, 0.6796875
85, 0.9140625
86, 0.3671875
87, 0.9765625
88, 0.5546875
89, 0.5390625
90, 0.2421875
91, 0.6015625
92, 0.4296875
93, 0.1640625
94, 0.1171875
95, 0.2265625
96, 0.3046875
97, 0.7890625
98, 0.9921875
99, 0.8515625
100, 0.1796875
