Datos del motor: 
Motor: Binatio Metodo: Multiplicativo
n0: 158
n: 158
a: 19
c: 0
b: 9
h: 128
m: 512

Corrida.
 h,n 
0, 0.30859375
1, 0.86328125
2, 0.40234375
3, 0.64453125
4, 0.24609375
5, 0.67578125
6, 0.83984375
7, 0.95703125
8, 0.18359375
9, 0.48828125
10, 0.27734375
11, 0.26953125
12, 0.12109375
13, 0.30078125
14, 0.71484375
15, 0.58203125
16, 0.05859375
17, 0.11328125
18, 0.15234375
19, 0.89453125
20, 0.99609375
21, 0.92578125
22, 0.58984375
23, 0.20703125
24, 0.93359375
25, 0.73828125
26, 0.02734375
27, 0.51953125
28, 0.87109375
29, 0.55078125
30, 0.46484375
31, 0.83203125
32, 0.80859375
33, 0.36328125
34, 0.90234375
35, 0.14453125
36, 0.74609375
37, 0.17578125
38, 0.33984375
39, 0.45703125
40, 0.68359375
41, 0.98828125
42, 0.77734375
43, 0.76953125
44, 0.62109375
45, 0.80078125
46, 0.21484375
47, 0.08203125
48, 0.55859375
49, 0.61328125
50, 0.65234375
51, 0.39453125
52, 0.49609375
53, 0.42578125
54, 0.08984375
55, 0.70703125
56, 0.43359375
57, 0.23828125
58, 0.52734375
59, 0.01953125
60, 0.37109375
61, 0.05078125
62, 0.96484375
63, 0.33203125
64, 0.30859375
65, 0.86328125
66, 0.40234375
67, 0.64453125
68, 0.24609375
69, 0.67578125
70, 0.83984375
71, 0.95703125
72, 0.18359375
73, 0.48828125
74, 0.27734375
75, 0.26953125
76, 0.12109375
77, 0.30078125
78, 0.71484375
79, 0.58203125
80, 0.05859375
81, 0.11328125
82, 0.15234375
83, 0.89453125
84, 0.99609375
85, 0.92578125
86, 0.58984375
87, 0.20703125
88, 0.93359375
89, 0.73828125
90, 0.02734375
91, 0.51953125
92, 0.87109375
93, 0.55078125
94, 0.46484375
95, 0.83203125
96, 0.80859375
97, 0.36328125
98, 0.90234375
99, 0.14453125
100, 0.74609375
