Datos del motor: 
Motor: Binatio Metodo: Multiplicativo
n0: 431
n: 431
a: 19
c: 0
b: 9
h: 128
m: 512

Corrida.
 h,n 
0, 0.841796875
1, 0.994140625
2, 0.888671875
3, 0.884765625
4, 0.810546875
5, 0.400390625
6, 0.607421875
7, 0.541015625
8, 0.279296875
9, 0.306640625
10, 0.826171875
11, 0.697265625
12, 0.248046875
13, 0.712890625
14, 0.544921875
15, 0.353515625
16, 0.716796875
17, 0.619140625
18, 0.763671875
19, 0.509765625
20, 0.685546875
21, 0.025390625
22, 0.482421875
23, 0.166015625
24, 0.154296875
25, 0.931640625
26, 0.701171875
27, 0.322265625
28, 0.123046875
29, 0.337890625
30, 0.419921875
31, 0.978515625
32, 0.591796875
33, 0.244140625
34, 0.638671875
35, 0.134765625
36, 0.560546875
37, 0.650390625
38, 0.357421875
39, 0.791015625
40, 0.029296875
41, 0.556640625
42, 0.576171875
43, 0.947265625
44, 0.998046875
45, 0.962890625
46, 0.294921875
47, 0.603515625
48, 0.466796875
49, 0.869140625
50, 0.513671875
51, 0.759765625
52, 0.435546875
53, 0.275390625
54, 0.232421875
55, 0.416015625
56, 0.904296875
57, 0.181640625
58, 0.451171875
59, 0.572265625
60, 0.873046875
61, 0.587890625
62, 0.169921875
63, 0.228515625
64, 0.341796875
65, 0.494140625
66, 0.388671875
67, 0.384765625
68, 0.310546875
69, 0.900390625
70, 0.107421875
71, 0.041015625
72, 0.779296875
73, 0.806640625
74, 0.326171875
75, 0.197265625
76, 0.748046875
77, 0.212890625
78, 0.044921875
79, 0.853515625
80, 0.216796875
81, 0.119140625
82, 0.263671875
83, 0.009765625
84, 0.185546875
85, 0.525390625
86, 0.982421875
87, 0.666015625
88, 0.654296875
89, 0.431640625
90, 0.201171875
91, 0.822265625
92, 0.623046875
93, 0.837890625
94, 0.919921875
95, 0.478515625
96, 0.091796875
97, 0.744140625
98, 0.138671875
99, 0.634765625
100, 0.060546875
