Datos del motor: 
Motor: Binatio Metodo: Multiplicativo
n0: 368
n: 368
a: 19
c: 0
b: 9
h: 128
m: 512

Corrida.
 h,n 
0, 0.71875
1, 0.65625
2, 0.46875
3, 0.90625
4, 0.21875
5, 0.15625
6, 0.96875
7, 0.40625
8, 0.71875
9, 0.65625
10, 0.46875
11, 0.90625
12, 0.21875
13, 0.15625
14, 0.96875
15, 0.40625
16, 0.71875
17, 0.65625
18, 0.46875
19, 0.90625
20, 0.21875
21, 0.15625
22, 0.96875
23, 0.40625
24, 0.71875
25, 0.65625
26, 0.46875
27, 0.90625
28, 0.21875
29, 0.15625
30, 0.96875
31, 0.40625
32, 0.71875
33, 0.65625
34, 0.46875
35, 0.90625
36, 0.21875
37, 0.15625
38, 0.96875
39, 0.40625
40, 0.71875
41, 0.65625
42, 0.46875
43, 0.90625
44, 0.21875
45, 0.15625
46, 0.96875
47, 0.40625
48, 0.71875
49, 0.65625
50, 0.46875
51, 0.90625
52, 0.21875
53, 0.15625
54, 0.96875
55, 0.40625
56, 0.71875
57, 0.65625
58, 0.46875
59, 0.90625
60, 0.21875
61, 0.15625
62, 0.96875
63, 0.40625
64, 0.71875
65, 0.65625
66, 0.46875
67, 0.90625
68, 0.21875
69, 0.15625
70, 0.96875
71, 0.40625
72, 0.71875
73, 0.65625
74, 0.46875
75, 0.90625
76, 0.21875
77, 0.15625
78, 0.96875
79, 0.40625
80, 0.71875
81, 0.65625
82, 0.46875
83, 0.90625
84, 0.21875
85, 0.15625
86, 0.96875
87, 0.40625
88, 0.71875
89, 0.65625
90, 0.46875
91, 0.90625
92, 0.21875
93, 0.15625
94, 0.96875
95, 0.40625
96, 0.71875
97, 0.65625
98, 0.46875
99, 0.90625
100, 0.21875
