Datos del motor: 
Motor: Binatio Metodo: Multiplicativo
n0: 274
n: 274
a: 19
c: 0
b: 9
h: 128
m: 512

Corrida.
 h,n 
0, 0.53515625
1, 0.16796875
2, 0.19140625
3, 0.63671875
4, 0.09765625
5, 0.85546875
6, 0.25390625
7, 0.82421875
8, 0.66015625
9, 0.54296875
10, 0.31640625
11, 0.01171875
12, 0.22265625
13, 0.23046875
14, 0.37890625
15, 0.19921875
16, 0.78515625
17, 0.91796875
18, 0.44140625
19, 0.38671875
20, 0.34765625
21, 0.60546875
22, 0.50390625
23, 0.57421875
24, 0.91015625
25, 0.29296875
26, 0.56640625
27, 0.76171875
28, 0.47265625
29, 0.98046875
30, 0.62890625
31, 0.94921875
32, 0.03515625
33, 0.66796875
34, 0.69140625
35, 0.13671875
36, 0.59765625
37, 0.35546875
38, 0.75390625
39, 0.32421875
40, 0.16015625
41, 0.04296875
42, 0.81640625
43, 0.51171875
44, 0.72265625
45, 0.73046875
46, 0.87890625
47, 0.69921875
48, 0.28515625
49, 0.41796875
50, 0.94140625
51, 0.88671875
52, 0.84765625
53, 0.10546875
54, 0.00390625
55, 0.07421875
56, 0.41015625
57, 0.79296875
58, 0.06640625
59, 0.26171875
60, 0.97265625
61, 0.48046875
62, 0.12890625
63, 0.44921875
64, 0.53515625
65, 0.16796875
66, 0.19140625
67, 0.63671875
68, 0.09765625
69, 0.85546875
70, 0.25390625
71, 0.82421875
72, 0.66015625
73, 0.54296875
74, 0.31640625
75, 0.01171875
76, 0.22265625
77, 0.23046875
78, 0.37890625
79, 0.19921875
80, 0.78515625
81, 0.91796875
82, 0.44140625
83, 0.38671875
84, 0.34765625
85, 0.60546875
86, 0.50390625
87, 0.57421875
88, 0.91015625
89, 0.29296875
90, 0.56640625
91, 0.76171875
92, 0.47265625
93, 0.98046875
94, 0.62890625
95, 0.94921875
96, 0.03515625
97, 0.66796875
98, 0.69140625
99, 0.13671875
100, 0.59765625
